"","usgs_gage","gage_name","w_AGWRC"
"1","usgs_ws_01632000","Cootes Store",0.953512721183646
"2","usgs_ws_01633000","Mount Jackson",0.951142676619073
"3","usgs_ws_01634000","Strasburg",0.949541923579721
