"","Date","AGWET","AGWI","AGWLI","AGWO","AGWS","BASET","CEPE","CEPS","day","GWVS","IFWI","IFWLI","IFWO","IFWS","IGWI","INFFAC","INFIL","LZET","LZI","LZLI","LZS","month","PERC","PERO","PERS","PET","PETADJ","SUPY","SURI","SURLI","SURO","SURS","TAET","TGWS","UZET","UZI","UZLI","UZS","year"
"1",1984-01-01,0,0,0,0.0202460941509344,0.989402384861656,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0.0202460941509344,4.3300024115521,0,0,0,0,0,0,0,0,0.989402384861656,0,0,0,0.34060001373291,1984
"2",1984-01-02,0,0,0,0.0206894632428885,0.968941410382589,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0.0206894632428885,4.30954136451085,0,0,0,0,0,0,0,0,0.968941410382589,0,0,0,0.34060001373291,1984
"3",1984-01-03,0,0,0,0.0202525637578219,0.948480278253555,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0.0202525637578219,4.28908026218414,0,0,0,0,0,0,0,0,0.948480278253555,0,0,0,0.34060001373291,1984
"4",1984-01-04,0.00404261925723404,0,0,0.0197852137498558,0.926611093183358,0,0,0.00102271190068374,4,-0.0018494658615964,0,0,0,0,0,1,0,0.00210362255165819,0,0,2.99903749426206,1,0,0.0197852137498558,4.26631923516591,0.00881802989169956,0.270833333333333,0.00490901712328196,0,0,0,0,0.00822657305980102,0.926611093183358,0.00208033111994155,0,0,0.339647928873698,1984
"5",1984-01-05,0.00624192107352428,0,0,0.0192636571009643,0.902189808587233,0,0.00490901718148962,0.00216946189417892,5,-0.00287809822960602,0,0,0,0,0,1,0,0.0031477741576964,0,0,2.9965314467748,1,0,0.0192636571009643,4.23802840709686,0.0184942547930405,0.375,0,0,0,0,0,0.0174807480652817,0.902189808587233,0.00318203575443476,0,0,0.337137737621863,1984
"6",1984-01-06,0.0116258466752015,0,0,0.0186646347865462,0.874181081851323,0,0,0,6,-0.00577067062416366,0,0,0,0,0,1,0,0.00580174032558034,0,0,2.99199621876081,1,0,0.0186646347865462,4.19875101248423,0.0252013454812641,0.666666666666667,0,0,0,0,0,0.023252521393033,0.874181081851323,0.0058249343268244,0,0,0.332573736707369,1984
"7",1984-01-07,0,0,0,0.0181424238253385,0.84970710426569,0,0,0,7,-0.000484410285328825,0,0,0,0,0,1,0,0,0,0,2.98894691467285,1,0,0.0181424238253385,4.16816663742065,0,0,0,0,0,0,0,0,0.84970710426569,0,0,0,0.329512685537338,1984
"8",1984-01-08,0.00371946471659612,0,0,0.0177269174600951,0.830184864501158,0,0,0,8,-0.00158625905654238,0,0,0,0,0,1,0,0.00192506176313145,0,0,2.98812639713287,1,0,0.0177269174600951,4.14704155921936,0.00803328520851209,0.166666666666667,0,0,0,0,0,0.00747870373015757,0.830184864501158,0.00183417739549441,0,0,0.32873023673892,1984
"9",1984-01-09,0,0,0,0.0173071557655931,0.810554462174574,0,0,0.000322210175606112,9,-0.000154977693455294,0,0,0,0,0,1,0,0,0,0,2.98702168464661,1,0,0.0173071557655931,4.12557695309321,0,0,0.00386652210727334,0,0,0,0,0,0.810554462174574,0,0,0,0.32767853140831,1984
"10",1984-01-10,0,0.0114007350357497,0,0.0170297526055947,0.797618754208088,0,0.0194615847685782,0.0561170012806542,10,0.00419894284641488,6.59624806377546e-05,0,7.82503451546291e-06,8.18876189138488e-06,0,1,0.135207628991338,0,0.123806891569984,0,3.03262039025625,1,0,0.0170633592642844,4.21493975321452,0.0194615847685782,0.291666666666667,0.233761444163974,0.138166379168979,0,2.57817826229411e-05,0,0.0194615847685782,0.797618754208088,0,0.00286700820102759,0,0.328575357794762,1984
"11",1984-01-11,0,0,0,0.0168453656951897,0.787859419981639,0,0,0.0799999982118607,11,0.011072964213478,0,0,9.41501502893515e-06,8.92779894456907e-06,0,0.998394697904587,0,0,0,0,3.11082863807678,1,0,0.0168547806679271,4.30928379297256,0,0,0,0,0,0,0,0,0.787859419981639,0,0,0,0.330586776137352,1984
"12",1984-01-12,0,0,0,0.0164885192643851,0.771200550099214,0,0,0.0799999982118607,12,0.0107407753821463,0,0,0,0,0,0.995035211245219,0,0,0,0,3.11082863807678,1,0,0.0164885192643851,4.2926234404246,0,0,0,0,0,0,0,0,0.771200550099214,0,0,0,0.33059424161911,1984
"13",1984-01-13,0,0,0,0.0161392648005858,0.754894549647967,0,0,0.0799999982118607,13,0.0104185515083372,0,0,0,0,0,0.995215478042761,0,0,0,0,3.11082863807678,1,0,0.0161392648005858,4.27631757656733,0,0,0,0,0,0,0,0,0.754894549647967,0,0,0,0.33059424161911,1984
