"","Date","AGWET","AGWI","AGWLI","AGWO","AGWS","BASET","CEPE","CEPS","day","GWVS","IFWI","IFWLI","IFWO","IFWS","IGWI","INFFAC","INFIL","LZET","LZI","LZLI","LZS","month","PERC","PERO","PERS","PET","PETADJ","SUPY","SURI","SURLI","SURO","SURS","TAET","TGWS","UZET","UZI","UZLI","UZS","year"
"1",1984-01-01,0,0,0,0.0474555909167975,0.975048663823501,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0.0474555909167975,4.29834867560345,0,0,0,0,0,0,0,0,0.975048663823501,0,0,0,0.323300004005432,1984
"2",1984-01-02,0.000313174008624628,0,0,0.0471129511715844,0.92766211181879,0,0,0,2,-0.000143538087286288,0,0,0,0,0,1,0,0.000427421036874875,0,0,2.99980406959852,1,0,0.0471129511715844,4.25069411595662,0.00103142322041094,0.0208333333333333,0,0,0,0,0,0.000897882506251335,0.92766211181879,0.000157287446199916,0,0,0.323227909704049,1984
"3",1984-01-03,0.00143825577106327,0,0,0.0447466223267838,0.881021894514561,0,0,0,3,-0.000606582423642977,0,0,0,0,0,1,0,0.00193317442608532,0,0,2.99877619743347,1,0,0.0447466223267838,4.20264319578807,0.00473572907503694,0.0833333333333333,0,0,0,0,0,0.00409267924260347,0.881021894514561,0.000721249038178939,0,0,0.322845041751862,1984
"4",1984-01-04,0.00346098606723899,0,0,0.0424189718905836,0.835106646021207,0,0,0,4,-0.00159381684594943,0,0,0,0,0,1,0,0.00455512393273239,0,0,2.9956153134505,1,0,0.0424189718905836,4.15237736701965,0.0113883868743869,0.229166666666667,0,0,0,0,0,0.00974414273332513,0.835106646021207,0.00172803287841816,0,0,0.321655382712682,1984
"5",1984-01-05,0.00361675898193425,0,0,0.0401493813842535,0.790410913527012,0,0.00357550868648104,0.000705569801842405,5,-0.00168461668363307,0,0,0,0,0,1,0,0.00452252208287973,0,0,2.99116171399752,1,0,0.0401493813842535,4.10220714410146,0.0154653094050445,0.270833333333333,0.00357550859916955,0,0,0,0,0.0135094407032739,0.790410913527012,0.00179465082146635,0,0,0.319928901890914,1984
"6",1984-01-06,0.00706299282319378,0,0,0.0379046552116051,0.74606994787852,0,0,0,6,-0.00342332033869752,0,0,0,0,0,1,0,0.00845072819356573,0,0,2.98463343580564,1,0,0.0379046552116051,4.0479926665624,0.0231858208353515,0.458333333333333,0,0,0,0,0,0.0189852141265874,0.74606994787852,0.00347149340268516,0,0,0.317289336274068,1984
"7",1984-01-07,0,0,0,0.0358298994833604,0.705507052441438,0,0,0.00101186113897711,7,-0.000294291375515362,0,0,0,0,0,1,0,0,0,0,2.98011112213135,1,0,0.0358298994833604,4.00205724438031,0,0,0.00101186113897711,0,0,0,0,0,0.705507052441438,0,0,0,0.315427273511887,1984
"8",1984-01-08,0,0,0,0.034057522774674,0.670607743163904,0,0.00593278380620177,0.00280738245298077,8,0,0,0,0,0,0,1,0,0,0,0,2.98011112213135,1,0,0.034057522774674,3.96895343065262,0.00593278380620177,0.125,0.011600082856603,0,0,0,0,0.00593278380620177,0.670607743163904,0,0,0,0.315427273511887,1984
"9",1984-01-09,0,0,0,0.032372799469158,0.637434788048267,0,0.00489133976952871,0.00468859967562215,9,0,0,0,0,0,0,1,0,0,0,0,2.98011112213135,1,0,0.032372799469158,3.93766172726949,0.00489133976952871,0.104166666666667,0,0,0,0,0,0.00489133976952871,0.637434788048267,0,0,0,0.315427273511887,1984
"10",1984-01-10,0,0.00329515768680721,0,0.0308144737500698,0.606886732081572,0,0.0131254070729483,0.0388127120835028,10,0.000990585542846627,3.58093786871905e-05,0,0,0,0,0.999117352068424,0.0869751330465079,0,0.0836799778044223,0,3.0052668551604,1,0,0.0308309950632975,3.96687645713488,0.0131254070729483,0.25415333857139,0.180000390508212,0.0886628050357103,0,1.65214391927293e-05,0,0.0131254070729483,0.606886732081572,0,0.00163533804879989,0,0.315910217662653,1984
"11",1984-01-11,0,0,0,0.0294103062478826,0.579098137716452,0,0,0.0799999982118607,11,0.00320042198291048,0,0,0,0,0,0.996333854893843,0,0,0,0,3.06379103660583,1,0,0.0294103062478826,4.0399875442187,0,0,0,0,0,0,0,0,0.579098137716452,0,0,0,0.317098438739777,1984
"12",1984-01-12,0,0,0,0.0279554513981566,0.550451703369617,0,0,0.0799999982118607,12,0.00310440921263459,0,0,0,0,0,0.995154827833176,0,0,0,0,3.06379103660583,1,0,0.0279554513981566,4.01134113470713,0,0,0,0,0,0,0,0,0.550451703369617,0,0,0,0.317098438739777,1984
"13",1984-01-13,0,0,0,0.0265725657809526,0.523222347100576,0,0,0.0799999982118607,13,0.00301127699397814,0,0,0,0,0,0.996018956104914,0,0,0,0,3.06379103660583,1,0,0.0265725657809526,3.98411178588867,0,0,0,0,0,0,0,0,0.523222347100576,0,0,0,0.317098438739777,1984
"14",1984-01-14,0,3.45250291502452e-05,0,0.0252587164286524,0.497353752454122,0,0.00555066094966606,0.0792635375012954,14,0.00293486892284515,8.51607584451131e-09,0,0,0,0,0.97635197887818,0.000911282346351073,0,0.000876757287187502,0,3.06414476037025,1,0,0.0252587203867733,3.95786064863205,0.00555066094966606,0.0970480851829053,0.00508219632320106,0.00091168301878497,0,3.90745386047442e-09,0,0.00555066094966606,0.497353752454122,0,3.88235314119356e-07,0,0.317098597685496,1984
"15",1984-01-15,0,0,0,0.0240103128016926,0.472770908226569,0,0,0.0786198526620865,15,0.00286684297801306,0,0,0,0,0,0.951075871785482,0,0,0,0,3.06466770172119,1,0,0.0240103128016926,3.93315733472506,0,0,0,0,0,0,0,0,0.472770908226569,0,0,0,0.317098826169968,1984
"16",1984-01-16,0,0,0,0.0228225837927312,0.449384218702714,0,0,0.0786198526620865,16,0.00278083757924227,0,0,0,0,0,0.951265359918277,0,0,0,0,3.06466770172119,1,0,0.0228225837927312,3.90977064768473,0,0,0,0,0,0,0,0,0.449384218702714,0,0,0,0.317098826169968,1984
"17",1984-01-17,0,0,0,0.0216936091310345,0.427154403179884,0,0,0.0786198526620865,17,0.00269741245817083,0,0,0,0,0,0.951505278547605,0,0,0,0,3.06466770172119,1,0,0.0216936091310345,3.88754082719485,0,0,0,0,0,0,0,0,0.427154403179884,0,0,0,0.317098826169968,1984
"18",1984-01-18,0,0,0,0.0206204823334701,0.40602424244086,0,0,0.0786198526620865,18,0.00261649022771356,0,0,0,0,0,0.957329193751017,0,0,0,0,3.06466770172119,1,0,0.0206204823334701,3.86641069253286,0,0,0,0,0,0,0,0,0.40602424244086,0,0,0,0.317098826169968,1984
"19",1984-01-19,0,0,0,0.0196004404569976,0.385939338554939,0,0,0.0786198526620865,19,0.00253799537313171,0,0,0,0,0,0.964329292376836,0,0,0,0,3.06466770172119,1,0,0.0196004404569976,3.84632578492165,0,0,0,0,0,0,0,0,0.385939338554939,0,0,0,0.317098826169968,1984
"20",1984-01-20,0,0,0,0.0186308575212024,0.366847980767489,0,0,0.0786198526620865,20,0.00246185558110786,0,0,0,0,0,0.964386833210786,0,0,0,0,3.06466770172119,1,0,0.0186308575212024,3.82723440726598,0,0,0,0,0,0,0,0,0.366847980767489,0,0,0,0.317098826169968,1984
"21",1984-01-21,0,0,0,0.0177092376979999,0.348701022565365,0,0,0.0786198526620865,21,0.00238800001291868,0,0,0,0,0,0.963876840968927,0,0,0,0,3.06466770172119,1,0,0.0177092376979999,3.809087485075,0,0,0,0,0,0,0,0,0.348701022565365,0,0,0,0.317098826169968,1984
"22",1984-01-22,0,0,0,0.016833208152093,0.331451746324698,0,0,0.0786198526620865,22,0.00231635989621281,0,0,0,0,0,0.964359601338704,0,0,0,0,3.06466770172119,1,0,0.016833208152093,3.79183819890022,0,0,0,0,0,0,0,0,0.331451746324698,0,0,0,0.317098826169968,1984
"23",1984-01-23,0,0,0,0.0160005138604902,0.315055747826894,0,0,0.0786198526620865,23,0.00224686922350277,0,0,0,0,0,0.959536544978619,0,0,0,0,3.06466770172119,1,0,0.0160005138604902,3.77544219295184,0,0,0,0,0,0,0,0,0.315055747826894,0,0,0,0.317098826169968,1984
"24",1984-01-24,0,0.00367182667832822,0,0.015243986796122,0.300311988840501,0,0.003172770870151,0.0786562676851948,24,0.00302521847576524,4.39313084825699e-05,0,0,0,0,0.81403819968303,0.096917249262333,0,0.0932454215362668,0,3.08614555001259,1,0,0.0152640601736493,3.78269956509272,0.003172770870151,0.0969723910093306,0.10353431943804,0.0989814000204206,0,2.0073312043678e-05,0,0.003172770870151,0.300311988840501,0,0.00200014437723439,0,0.317585734029611,1984
"25",1984-01-25,0,0.0115631504741032,0,0.0149402455426753,0.294654423991839,0,0.00982932206534315,0.0795607790350914,25,0.0122057936387136,0.000155594041871154,0,2.30127346583231e-05,3.31276868716183e-05,0,0.710936218500137,0.264641978777945,0,0.253078824840486,0,3.30311996738116,1,0,0.0150328550371341,4.00030131141345,0.00982932206534315,0.257949457814296,0.281733700074255,0.27190437540412,0,6.9596620505763e-05,0,0.00982932206534315,0.294654423991839,0,0.00703720816818531,0,0.322932997097572,1984
"26",1984-01-26,0,0.00577614719804842,0,0.0145842284546234,0.287399175266425,0,0.0132706575095654,0.0793918721998731,26,0.0192310816297929,6.24526234673794e-05,0,5.07560538380858e-05,7.02189959156385e-05,0,0.724348299205303,0.122098620049655,0,0.116322473622858,0,3.46171947320302,1,0,0.0146623821347021,4.15604221820831,0.0132706575095654,0.255426603058974,0.138266941532493,0.124996284022927,0,2.73973472815214e-05,0,0.0132706575095654,0.287399175266425,0,0.00280781163928623,0,0.327461483577887,1984
