"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC","logQ","IQR_flagged_outlier","cooks_distance","cooks_flagged"
1,1928-12-17,1929-01-04,8,241,0.995392266339806,5.48479693349065,FALSE,0.0150827466661061,FALSE
2,1938-08-23,1938-09-09,7,238,0.97446653485501,5.47227067367148,FALSE,0.00419139506025565,FALSE
4,1946-03-22,1946-04-06,10,602,0.957896568838079,6.40025744530882,FALSE,0.0197022477298747,FALSE
6,1953-08-15,1953-08-30,6,235,0.995892032480349,5.45958551414416,FALSE,0.0158911835062701,FALSE
7,1953-09-23,1953-10-09,11,235,0.990114162885838,5.45958551414416,FALSE,0.00546313395436182,FALSE
10,1963-03-26,1963-04-06,7,445,0.958403285522663,6.09807428216624,FALSE,0.0225772490727548,FALSE
12,1978-04-03,1978-04-17,9,639,0.954795716107812,6.45990445437753,FALSE,0.0352743881041472,FALSE
16,1985-03-28,1985-04-04,6,347.5,0.958412020335465,5.85076466500485,FALSE,0.023226124322783,FALSE
17,1985-09-15,1985-10-01,10,150,0.986076462577024,5.01063529409626,FALSE,0.00239762630997546,FALSE
18,1987-03-18,1987-03-27,6,666.5,0.988762810649616,6.50204013961876,FALSE,0.201218163791395,TRUE
19,1987-06-09,1987-06-25,10,265.5,0.982723575737699,5.58161484068199,FALSE,0.000555400268683009,FALSE
20,1988-02-23,1988-03-23,20,253,0.990356376305107,5.53338948872752,FALSE,0.00682717100883329,FALSE
21,1988-06-25,1988-07-04,8,146.5,0.978312137160196,4.98702542845712,FALSE,0.0308444344095953,FALSE
22,1989-12-20,1989-12-29,7,245,0.983085191704935,5.50125821054473,FALSE,0.000261404295164255,FALSE
23,1990-01-06,1990-02-03,14,634.5,0.988472152565735,6.45283728715444,FALSE,0.16390755805887,TRUE
24,1990-09-01,1990-09-08,7,154,0.968820425566192,5.03695260241363,FALSE,0.084743575454363,FALSE
25,1992-03-17,1992-04-03,7,491,0.999561321442111,6.19644412779452,FALSE,0.151353113764392,TRUE
27,1995-03-21,1995-04-01,12,328.5,0.964142958130497,5.79453683792467,FALSE,0.011061691265518,FALSE
28,1996-10-17,1996-10-27,7,307,0.977910447154155,5.7268477475872,FALSE,1.15472958519552e-05,FALSE
29,1997-05-07,1997-05-20,8,363,0.977987847335758,5.89440283426485,FALSE,0.000915978508174304,FALSE
30,1999-06-07,1999-06-20,8,123,0.992799164006512,4.81218435537242,FALSE,9.24100323763249e-06,FALSE
31,1999-10-07,1999-10-30,12,182,0.99078111762399,5.2040066870768,FALSE,0.00301488979977928,FALSE
32,1999-11-25,1999-12-09,7,154,0.998763771593642,5.03695260241363,FALSE,0.0203386087323366,FALSE
33,2000-04-27,2000-05-14,7,310,0.933189425046303,5.73657229747919,FALSE,0.136003921480323,TRUE
37,2006-12-05,2006-12-20,9,272,0.981126882061238,5.605802066296,FALSE,0.000181062984933171,FALSE
39,2010-06-25,2010-07-08,8,177,0.977408511192259,5.17614973257383,FALSE,0.0127530284723182,FALSE
45,2014-10-22,2014-11-09,10,223.5,0.987482353425116,5.40941141405362,FALSE,0.00199365863787381,FALSE
46,2016-04-13,2016-04-21,9,374,0.979193123118421,5.92425579741453,FALSE,0.0022457165079452,FALSE
47,2016-09-06,2016-09-25,14,187,0.999411497618149,5.23110861685459,FALSE,0.0248050291575345,FALSE
48,2016-10-27,2016-11-10,15,253,0.984464200668858,5.53338948872752,FALSE,0.00103627626530932,FALSE
49,2017-02-14,2017-02-27,8,318,0.98766885353096,5.76205138278018,FALSE,0.00823579755054565,FALSE
52,2017-11-16,2017-12-22,20,168.5,0.995883536001601,5.12693574979242,FALSE,0.0121003656395273,FALSE
53,2018-02-22,2018-03-15,10,280.5,0.980033739430724,5.63657372496275,FALSE,7.32665648580967e-05,FALSE
54,2019-03-15,2019-03-24,8,734.5,0.953983117745156,6.59918999561393,FALSE,0.0355031897916747,FALSE
55,2019-08-29,2019-09-13,9,174,0.987704262168725,5.15905529921453,FALSE,0.000102013362829747,FALSE
57,2020-06-28,2020-07-15,11,432,0.956804539712751,6.06842558824411,FALSE,0.0283942473875705,FALSE
58,2021-01-13,2021-01-23,9,489,0.968909731999728,6.19236248947487,FALSE,0.000133316918855519,FALSE
59,2021-04-29,2021-05-24,16,361.5,0.979191569409306,5.89026204159882,FALSE,0.00165281978684325,FALSE
60,2021-11-23,2021-12-06,8,196.5,0.994635029449226,5.28066243130932,FALSE,0.0111807469275192,FALSE
61,2023-03-08,2023-03-22,7,433,0.953742151453616,6.07073772800249,FALSE,0.0411778542532005,FALSE
64,2024-10-12,2024-10-26,8,209,0.981868728516024,5.34233425196481,FALSE,0.00040813412073511,FALSE
65,2025-03-09,2025-03-24,7,423,0.964442804060168,6.04737217904628,FALSE,0.00718447024131908,FALSE
