"","n_data_points","r_squared"
"1",3,"0.718023543765"
"2",4,"0.039590070782"
"3",5,"0.002296616095"
"4",6,"0.011179838462"
"5",7,"0.017721177710"
"6",8,"0.000012194676"
"7",9,"0.005609555735"
"8",10,"0.010692346256"
"9",11,"0.002449831689"
"10",12,"0.002260618495"
"11",13,"0.000001610286"
"12",14,"0.005091587792"
"13",15,"0.002190622898"
"14",16,"0.000209850334"
"15",17,"0.004395493503"
"16",18,"0.037458389164"
"17",19,"0.058193976522"
"18",20,"0.002053082594"
"19",21,"0.000464522412"
"20",22,"0.000329242522"
"21",23,"0.000112936230"
"22",24,"0.000137619552"
"23",25,"0.011902937169"
"24",26,"0.028030872808"
"25",27,"0.009704207711"
"26",28,"0.006508950743"
"27",29,"0.002764148753"
"28",30,"0.000426291080"
"29",31,"0.004847039927"
"30",32,"0.007331407553"
"31",33,"0.003770807236"
"32",34,"0.005110972736"
"33",35,"0.005683043708"
"34",36,"0.013815717784"
"35",37,"0.032975333638"
"36",38,"0.054503623589"
"37",39,"0.039985761582"
"38",40,"0.060942587532"
"39",41,"0.093191550834"
"40",42,"0.075997640080"
"41",43,"0.110927226099"
"42",44,"0.134323567569"
"43",45,"0.153052205043"
"44",46,"0.158550104333"
"45",47,"0.189357915160"
"46",48,"0.171009524412"
"47",49,"0.172139445204"
"48",50,"0.180454109525"
"49",51,"0.211866327733"
"50",52,"0.214786689758"
"51",53,"0.205769888155"
"52",54,"0.160119441334"
"53",55,"0.139012740007"
"54",56,"0.138318785399"
"55",57,"0.144463726241"
"56",58,"0.151739976077"
"57",59,"0.152577564329"
"58",60,"0.175051260441"
"59",61,"0.174983229146"
"60",62,"0.188086100887"
"61",63,"0.197189030563"
"62",64,"0.216812682980"
"63",65,"0.214501431037"
"64",66,"0.234626045991"
"65",67,"0.216540485867"
"66",68,"0.218186079915"
"67",69,"0.212593159646"
"68",70,"0.239301661408"
"69",71,"0.238245395567"
"70",72,"0.258229859165"
"71",73,"0.248223096654"
"72",74,"0.249319508357"
"73",75,"0.236849621053"
"74",76,"0.212884598758"
"75",77,"0.164417626725"
"76",78,"0.157285584926"
"77",79,"0.159981357305"
"78",80,"0.161561268506"
"79",81,"0.165650327648"
"80",82,"0.151489035822"
"81",83,"0.126650626289"
"82",84,"0.143810397876"
"83",85,"0.148864793302"
"84",86,"0.165409385299"
"85",87,"0.151093950090"
"86",88,"0.147344716328"
"87",89,"0.160751214740"
"88",90,"0.126607323120"
"89",91,"0.112465717763"
"90",92,"0.117107133804"
"91",93,"0.097134361418"
"92",94,"0.089018236735"
"93",95,"0.099577646930"
"94",96,"0.106877388795"
"95",97,"0.122780400799"
"96",98,"0.142774338880"
"97",99,"0.117737994838"
"98",100,"0.142773882980"
"99",101,"0.151614153937"
"100",102,"0.161696979516"
"101",103,"0.151238346130"
"102",104,"0.152057453109"
