"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC","logQ","IQR_flagged_outlier","cooks_distance","cooks_flagged"
2,1942-11-14,1942-11-20,7,96,0.966895635344155,4.56434819146784,FALSE,0.00489130761575878,FALSE
4,1943-11-15,1943-11-30,11,45,0.961006432638946,3.80666248977032,FALSE,0.0174358957078289,FALSE
6,1944-05-04,1944-05-19,11,202,0.901106874765715,5.30826769740121,FALSE,0.0478596477202509,FALSE
7,1945-03-22,1945-04-14,14,98.5,0.965360478649949,4.59005654817804,FALSE,0.00402784749421974,FALSE
8,1945-10-14,1945-10-22,7,92,0.960687696128822,4.52178857704904,FALSE,0.00274058066523912,FALSE
9,1949-11-24,1949-12-09,8,147.5,0.977756549729386,4.99382817577987,FALSE,0.00825910082290651,FALSE
10,1949-12-27,1950-01-10,10,180,0.967170810637161,5.19295685089021,FALSE,0.00271252547626761,FALSE
11,1950-04-07,1950-04-17,9,180,0.946617557452293,5.19295685089021,FALSE,0.000642874846078311,FALSE
12,1953-12-31,1954-01-10,11,81,0.970499251448337,4.39444915467244,FALSE,0.00905320068498254,FALSE
14,1954-12-29,1955-01-07,7,54,0.952617355092713,3.98898404656427,FALSE,0.00447636875959306,FALSE
15,1957-06-18,1957-06-24,4,45.5,0.908970319604532,3.8177123259569,FALSE,0.0188472174867077,FALSE
16,1958-11-13,1958-11-26,12,112,0.973184218537967,4.71849887129509,FALSE,0.00670829001039016,FALSE
17,1963-04-04,1963-04-29,19,161,0.960035012529077,5.08140436498446,FALSE,0.000818489617274789,FALSE
18,1964-10-22,1964-11-04,5,88,0.911359556527101,4.47733681447821,FALSE,0.0119674122511768,FALSE
19,1965-05-10,1965-05-26,12,52,0.949667006127196,3.95124371858143,FALSE,0.00328023079627274,FALSE
20,1967-03-28,1967-04-25,19,122,0.95159514230429,4.80402104473326,FALSE,0.000106399473992982,FALSE
21,1970-02-19,1970-03-04,8,327,0.940120396236746,5.78996017089725,FALSE,0.0145209726670433,FALSE
22,1971-04-26,1971-05-07,11,74,0.962780053172075,4.30406509320417,FALSE,0.00580920365037244,FALSE
23,1973-05-07,1973-05-19,7,181,0.909141050847784,5.19849703126583,FALSE,0.0280289640805945,FALSE
24,1973-11-11,1973-11-26,9,57,0.951721791196527,4.04305126783455,FALSE,0.00329405888661145,FALSE
26,1976-02-14,1976-02-21,8,274,0.960672819222097,5.61312810638807,FALSE,9.55182114418027e-05,FALSE
29,1980-06-13,1980-06-18,6,84,0.882147667451753,4.43081679884331,FALSE,0.0437784906759036,FALSE
31,1981-03-08,1981-03-21,8,88.5,0.949613265830467,4.48300255201388,FALSE,0.00032193463427026,FALSE
33,1983-05-05,1983-05-15,9,197,0.918989098243196,5.28320372873799,FALSE,0.0202043504928054,FALSE
34,1983-06-26,1983-07-19,18,73.5,0.874166913770105,4.29728540621879,FALSE,0.0616558277892106,FALSE
36,1984-06-14,1984-06-28,8,86,0.889671952308381,4.45434729625351,FALSE,0.0333419957837906,FALSE
37,1984-12-23,1984-12-30,8,91.5,0.973481683263069,4.51633897228148,FALSE,0.0089709280647853,FALSE
38,1985-03-06,1985-03-21,13,122,0.953816914209293,4.80402104473326,FALSE,0.000301842228434607,FALSE
41,1986-09-25,1986-10-09,7,3.2,0.871948598800668,1.16315080980568,TRUE,0.668314667656328,TRUE
42,1987-03-13,1987-03-27,13,199,0.952843445798898,5.29330482472449,FALSE,5.22449090305499e-05,FALSE
43,1988-02-22,1988-03-03,11,228,0.939417497994384,5.42934562895444,FALSE,0.00567540034380744,FALSE
44,1988-12-18,1988-12-29,6,72,0.991680509410482,4.27666611901606,FALSE,0.0346899694963382,FALSE
46,1990-02-21,1990-03-21,18,255,0.977534028708295,5.54126354515843,FALSE,0.0090150196689668,FALSE
47,1991-02-02,1991-02-17,10,134.5,0.988767881791321,4.90156419904189,FALSE,0.0162132332671081,FALSE
48,1992-02-09,1992-02-14,5,64,0.986178227863483,4.15888308335967,FALSE,0.0343641493548821,FALSE
50,1994-05-25,1994-06-08,11,56,0.88819437489773,4.02535169073515,FALSE,0.0491140024759339,FALSE
51,1994-12-15,1994-12-31,13,109,0.96151111823984,4.69134788222914,FALSE,0.00213330271009625,FALSE
52,1995-03-22,1995-04-12,14,103.5,0.95639865450074,4.63957161270542,FALSE,0.00104422478435279,FALSE
53,1996-12-23,1997-01-08,13,405,0.95698328649778,6.00388706710654,FALSE,0.00206130970108643,FALSE
55,1999-04-28,1999-05-22,14,88.5,0.967499331524483,4.48300255201388,FALSE,0.00600211077507529,FALSE
58,2002-04-13,2002-04-18,5,58.3,0.942476574968186,4.06560209335645,FALSE,0.000241363630400667,FALSE
59,2005-02-10,2005-02-20,9,206,0.970331454734505,5.32787616878958,FALSE,0.0039641938489617,FALSE
60,2005-05-10,2005-05-14,5,137,0.872886610204575,4.91998092582813,FALSE,0.0633628375157027,FALSE
61,2006-03-03,2006-03-21,18,95.3,0.964573992952142,4.55702981066016,FALSE,0.00395272570447843,FALSE
