"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC","logQ","IQR_flagged_outlier","cooks_distance","cooks_flagged"
1,1931-04-14,1931-04-29,6,191,0.975657083031942,5.25227342804663,FALSE,0.000937460474461849,FALSE
3,1935-09-17,1935-09-25,5,325,0.954451530329143,5.78382518232974,FALSE,0.00389806158723724,FALSE
4,1936-04-23,1936-05-02,10,449.5,0.969029915397575,6.10813585391167,FALSE,0.000929598643840688,FALSE
5,1937-03-20,1937-04-04,8,388.5,0.966026638301537,5.9622931698077,FALSE,1.62116594787713e-05,FALSE
6,1937-04-10,1937-04-24,7,632,0.935252318808896,6.44888939414686,FALSE,0.0494096784221797,TRUE
8,1938-08-15,1938-08-29,8,164,0.982396563793898,5.0998664278242,FALSE,0.00608372603477844,FALSE
9,1938-12-18,1938-12-29,8,351,0.993583219538072,5.86078622346587,FALSE,0.0204070397233061,FALSE
10,1939-03-24,1939-03-29,6,428.5,0.965743032955924,6.06029073803783,FALSE,5.48939842778249e-05,FALSE
11,1939-08-27,1939-09-10,6,180,0.942724324312937,5.19295685089021,FALSE,0.0419112530743579,FALSE
12,1940-04-28,1940-05-08,8,555,0.949141580787454,6.31896811374643,FALSE,0.00996967381977717,FALSE
13,1941-05-10,1941-05-23,6,203,0.970800339530856,5.31320597904179,FALSE,1.68677831638335e-06,FALSE
14,1942-03-16,1942-03-27,6,358,0.952265404393718,5.8805329864007,FALSE,0.00517280685269407,FALSE
15,1942-11-02,1942-11-17,10,568,0.965943242539531,6.34212141872115,FALSE,0.000834835714434704,FALSE
17,1944-10-29,1944-11-14,10,355,0.964869792267341,5.87211778947542,FALSE,3.69541505715877e-05,FALSE
18,1945-03-11,1945-03-25,8,366,0.976055453250001,5.90263333340137,FALSE,0.00297671270747136,FALSE
19,1950-04-09,1950-04-19,9,369,0.977439800084386,5.91079664404053,FALSE,0.00391260928979465,FALSE
23,1963-03-27,1963-04-21,17,430,0.958039923670243,6.06378520868761,FALSE,0.00146670935537672,FALSE
27,1966-11-08,1966-11-22,12,263.5,0.974692117265988,5.57405336798142,FALSE,0.00106210886016244,FALSE
29,1968-02-06,1968-02-20,12,350,0.931798703853747,5.85793315448346,FALSE,0.0318561198131972,FALSE
30,1968-04-09,1968-04-20,8,289,0.976434902923032,5.66642668811243,FALSE,0.00195851241953621,FALSE
33,1970-03-03,1970-03-17,8,419.5,0.980132676815698,6.03906352590726,FALSE,0.0081496737489909,FALSE
34,1970-11-27,1970-12-03,7,397,0.949136975988889,5.98393628068719,FALSE,0.00799790999880854,FALSE
35,1971-04-15,1971-04-27,8,394.5,0.95962558823482,5.97761914028593,FALSE,0.000954127341893282,FALSE
