"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC","logQ","IQR_flagged_outlier","cooks_distance","cooks_flagged"
1,1915-10-23,1915-11-05,8,112,0.974471818719104,4.71849887129509,FALSE,0.00381186199534717,FALSE
2,1993-02-03,1993-02-15,9,168,0.98587615438478,5.12396397940326,FALSE,0.00832057963111396,FALSE
4,1993-06-24,1993-07-09,10,116.5,0.988861486727799,4.75789127300576,FALSE,0.00351791734394203,FALSE
5,1994-05-13,1994-06-01,14,193.5,0.970261920619071,5.26527751246984,FALSE,0.00141259020667377,FALSE
6,1994-08-27,1994-09-13,15,133,0.968261486550295,4.89034912822175,FALSE,0.00816035447137806,FALSE
8,1994-12-20,1994-12-29,10,102.5,0.976754674944682,4.62986279857846,FALSE,0.00318084015731769,FALSE
9,1995-04-06,1995-04-20,12,144.5,0.981882910714194,4.97327950755249,FALSE,0.000915511400947071,FALSE
10,1996-02-19,1996-03-05,10,333.5,0.95958529366425,5.80964286535568,FALSE,0.0114959013911308,FALSE
12,1997-04-06,1997-04-20,10,266.5,0.989033355334233,5.5853742436059,FALSE,0.0821628070647767,TRUE
16,1999-05-31,1999-06-10,9,96,0.965989281556411,4.56434819146784,FALSE,0.0266437373728304,FALSE
18,2000-10-04,2000-10-16,10,75.5,0.986589655809319,4.32413265625498,FALSE,0.000241155052734676,FALSE
19,2001-02-02,2001-02-13,8,94,0.978008427382397,4.54329478227,FALSE,0.00364577064187552,FALSE
20,2001-04-14,2001-05-12,19,115,0.9746735088152,4.74493212836325,FALSE,0.00318196924920874,FALSE
21,2001-08-15,2001-08-29,6,141,0.973207058354469,4.94875989037817,FALSE,0.00196681310520721,FALSE
22,2001-09-05,2001-09-18,9,108,0.982130565717754,4.68213122712422,FALSE,1.6117632108496e-05,FALSE
23,2001-09-29,2001-10-05,6,82.5,0.982573788762384,4.41279829334063,FALSE,0.00171216428114776,FALSE
24,2001-12-21,2002-01-03,9,66,0.972477875439097,4.18965474202643,FALSE,0.0486975235413372,FALSE
25,2002-02-14,2002-03-01,12,91.1,0.966658075824029,4.51195780426591,FALSE,0.0293416072792262,FALSE
26,2002-08-04,2002-08-13,8,58.2,0.977788357096871,4.06388535473739,FALSE,0.0403363689254726,FALSE
27,2003-07-16,2003-07-26,8,264.5,0.957680256740768,5.57784125129835,FALSE,0.0266484579344141,FALSE
28,2003-10-19,2003-11-04,13,131,0.997428717845018,4.87519732320115,FALSE,0.0201854599908169,FALSE
29,2004-01-05,2004-01-29,10,293.5,0.964163363271105,5.68187763926815,FALSE,0.00288882952318848,FALSE
33,2005-08-31,2005-09-24,16,75.6,0.991196529562003,4.32545628318549,FALSE,0.00125163889939192,FALSE
34,2005-10-14,2005-11-03,16,77,0.99874780526353,4.34380542185368,FALSE,0.0142331648460147,FALSE
36,2006-03-05,2006-03-20,12,108,0.999912220686732,4.68213122712422,FALSE,0.0203443173218901,FALSE
37,2006-05-19,2006-06-01,6,115,0.984716243355253,4.74493212836325,FALSE,0.000601405511826612,FALSE
38,2007-08-03,2007-08-19,11,55.3,0.984233169596222,4.01277290852829,FALSE,0.0159059754470615,FALSE
39,2007-11-05,2007-11-18,11,74.4,0.989494133294237,4.30945594183905,FALSE,0.000202524409710877,FALSE
40,2007-11-24,2007-12-08,10,65.2,0.998960904863483,4.17745946893261,FALSE,0.0124255473715487,FALSE
41,2008-04-15,2008-04-25,6,190,0.978090892006733,5.24702407216049,FALSE,0.00166697789185931,FALSE
42,2008-10-28,2008-11-12,7,49.1,0.993740054839508,3.89385903480047,FALSE,0.000147553397534246,FALSE
44,2010-01-20,2010-02-04,7,723,0.953516437890679,6.58340922215876,TRUE,0.000283235324923477,FALSE
45,2010-04-05,2010-05-01,16,230.5,0.980813626333684,5.4402508624367,FALSE,0.0142535076856575,FALSE
47,2011-02-13,2011-02-23,9,121,0.980586900919419,4.79579054559674,FALSE,6.59784392852417e-06,FALSE
48,2011-09-28,2011-10-18,10,66.9,0.997936161361021,4.20319896713418,FALSE,0.0101523000484887,FALSE
49,2012-10-18,2012-10-29,9,92.8,0.989364934538291,4.53044663979215,FALSE,0.00165613304871953,FALSE
50,2012-11-12,2012-12-15,25,82.6,0.994687387555751,4.41400968052693,FALSE,0.00658998507608334,FALSE
51,2013-02-17,2013-02-25,7,270,0.966594472222529,5.59842195899838,FALSE,0.00106347903560008,FALSE
52,2013-10-12,2013-10-27,10,105.5,0.992631173956549,4.65871095291612,FALSE,0.00649950474077702,FALSE
53,2014-03-06,2014-03-28,12,287.5,0.974699989589643,5.66122286023741,FALSE,0.0109788111127232,FALSE
54,2014-09-22,2014-10-02,9,78.3,0.986195744616376,4.36054760299676,FALSE,0.000178342301795508,FALSE
55,2014-10-28,2014-11-15,13,107,0.989840035020908,4.67282883446191,FALSE,0.00344266277843321,FALSE
56,2014-12-16,2014-12-22,7,154,0.961884183056174,5.03695260241363,FALSE,0.0176399495888306,FALSE
57,2015-05-14,2015-05-26,9,182,0.972460146269535,5.2040066870768,FALSE,0.000521927076333628,FALSE
59,2016-04-05,2016-04-27,17,212,0.987202412663247,5.35658627467201,FALSE,0.0284495224362303,FALSE
61,2016-10-24,2016-11-27,19,72.8,0.998729972955096,4.28771595520264,FALSE,0.0135112673663488,FALSE
62,2017-04-12,2017-04-16,5,207,0.933176375869311,5.33271879326537,FALSE,0.196868791361754,TRUE
63,2017-06-26,2017-07-12,12,127,0.97845849412429,4.84418708645859,FALSE,0.000189192621757009,FALSE
64,2017-08-21,2017-09-05,10,89.65,0.992735018811489,4.49591320005114,FALSE,0.00470894419421369,FALSE
67,2017-11-23,2017-12-12,14,89.55,0.99284950965098,4.49479712850672,FALSE,0.00484483723179664,FALSE
68,2018-05-02,2018-05-15,8,303,0.98196947086844,5.71373280550937,FALSE,0.057754559390733,FALSE
69,2018-06-06,2018-06-17,9,166,0.973212032354503,5.11198778835654,FALSE,0.000720504208052764,FALSE
70,2018-11-28,2018-12-08,8,323,0.962250231277638,5.77765232322266,FALSE,0.0044584230500998,FALSE
72,2019-05-23,2019-06-01,8,181,0.978916652269692,5.19849703126583,FALSE,0.00159676442764878,FALSE
73,2019-08-30,2019-09-08,10,86.15,0.983722494267626,4.45608996297394,FALSE,0.000496195253890333,FALSE
74,2019-11-09,2019-11-21,11,104,0.983734171330288,4.64439089914137,FALSE,2.13508108375595e-05,FALSE
76,2021-01-06,2021-01-24,13,286,0.963380013736559,5.65599181081985,FALSE,0.00496134770579865,FALSE
77,2021-05-07,2021-06-08,22,179,0.981785823344743,5.18738580584075,FALSE,0.00433822016451276,FALSE
78,2021-07-23,2021-08-06,11,93,0.985212775100105,4.53259949315326,FALSE,9.97305095658676e-06,FALSE
79,2021-11-22,2021-12-07,13,80.7,0.993853307942534,4.3907385752759,FALSE,0.00500801057281962,FALSE
82,2023-09-22,2023-10-08,16,87.25,0.987589054356455,4.46877756108254,FALSE,0.0002869489680399,FALSE
83,2024-04-23,2024-04-28,6,203.5,0.948743785443826,5.31566600488265,FALSE,0.0717559943547323,TRUE
84,2024-06-11,2024-06-24,9,112,0.974798750637876,4.71849887129509,FALSE,0.00349091237655463,FALSE
85,2024-09-03,2024-09-23,9,61.7,0.999744215710046,4.12228393091134,FALSE,0.0136992595051995,FALSE
