"Date","Flow","site_no","site_name","area_sqmi"
1985-03-11,154.232152,"01632000","Cootes Store",209.8707
1985-03-12,157.452261,"01632000","Cootes Store",209.8707
1985-03-13,158.717719,"01632000","Cootes Store",209.8707
1985-03-14,149.526834,"01632000","Cootes Store",209.8707
1985-03-15,141.774063,"01632000","Cootes Store",209.8707
1985-03-16,134.636174,"01632000","Cootes Store",209.8707
1985-03-17,127.902568,"01632000","Cootes Store",209.8707
1985-03-18,121.510495,"01632000","Cootes Store",209.8707
1985-03-19,115.779534,"01632000","Cootes Store",209.8707
1985-03-20,110.347399,"01632000","Cootes Store",209.8707
1985-03-21,104.792897,"01632000","Cootes Store",209.8707
1985-03-22,100.22907,"01632000","Cootes Store",209.8707
1985-03-23,112.160142,"01632000","Cootes Store",209.8707
1985-03-24,151.137773,"01632000","Cootes Store",209.8707
1985-03-25,224.606124,"01632000","Cootes Store",209.8707
1985-03-26,248.094578,"01632000","Cootes Store",209.8707
1985-03-27,203.024089,"01632000","Cootes Store",209.8707
1985-03-28,174.374143,"01632000","Cootes Store",209.8707
1985-03-29,158.364197,"01632000","Cootes Store",209.8707
1985-03-30,149.443067,"01632000","Cootes Store",209.8707
1985-03-31,142.971786,"01632000","Cootes Store",209.8707
1985-04-01,146.43864,"01632000","Cootes Store",209.8707
1985-04-02,145.503305,"01632000","Cootes Store",209.8707
1985-04-03,133.74871,"01632000","Cootes Store",209.8707
1985-04-04,126.072731,"01632000","Cootes Store",209.8707
1985-04-05,119.540448,"01632000","Cootes Store",209.8707
1985-04-06,113.027535,"01632000","Cootes Store",209.8707
1985-04-07,106.95545,"01632000","Cootes Store",209.8707
1985-04-08,101.589974,"01632000","Cootes Store",209.8707
1985-04-09,96.708538,"01632000","Cootes Store",209.8707
1985-04-10,92.390706,"01632000","Cootes Store",209.8707
1985-04-11,88.350586,"01632000","Cootes Store",209.8707
1985-04-12,83.89707,"01632000","Cootes Store",209.8707
1985-04-13,78.878581,"01632000","Cootes Store",209.8707
1985-04-14,73.605572,"01632000","Cootes Store",209.8707
1985-04-15,68.630983,"01632000","Cootes Store",209.8707
1985-04-16,64.937586,"01632000","Cootes Store",209.8707
1985-04-17,62.089424,"01632000","Cootes Store",209.8707
1985-04-18,58.683529,"01632000","Cootes Store",209.8707
1985-04-19,54.297569,"01632000","Cootes Store",209.8707
1985-04-20,49.033475,"01632000","Cootes Store",209.8707
1985-04-21,43.228585,"01632000","Cootes Store",209.8707
1985-04-22,36.946904,"01632000","Cootes Store",209.8707
1985-04-23,30.361469,"01632000","Cootes Store",209.8707
1985-04-24,24.198804,"01632000","Cootes Store",209.8707
1985-04-25,23.589962,"01632000","Cootes Store",209.8707
1985-04-26,24.342003,"01632000","Cootes Store",209.8707
1985-04-27,21.772285,"01632000","Cootes Store",209.8707
1985-04-28,19.595254,"01632000","Cootes Store",209.8707
1985-04-29,17.824817,"01632000","Cootes Store",209.8707
1985-04-30,16.302296,"01632000","Cootes Store",209.8707
1985-05-01,14.896331,"01632000","Cootes Store",209.8707
1985-05-02,28.914413,"01632000","Cootes Store",209.8707
1985-05-03,108.891619,"01632000","Cootes Store",209.8707
1985-05-04,159.353773,"01632000","Cootes Store",209.8707
1985-05-05,121.187522,"01632000","Cootes Store",209.8707
1985-05-06,102.786513,"01632000","Cootes Store",209.8707
1985-05-07,90.007307,"01632000","Cootes Store",209.8707
1985-05-08,79.917358,"01632000","Cootes Store",209.8707
1985-05-09,71.635772,"01632000","Cootes Store",209.8707
1985-05-10,64.487774,"01632000","Cootes Store",209.8707
1985-05-11,64.999263,"01632000","Cootes Store",209.8707
1985-05-12,64.602071,"01632000","Cootes Store",209.8707
1985-05-13,68.68875,"01632000","Cootes Store",209.8707
1985-05-14,73.563095,"01632000","Cootes Store",209.8707
1985-05-15,66.496123,"01632000","Cootes Store",209.8707
1985-05-16,63.501661,"01632000","Cootes Store",209.8707
1985-05-17,115.4432,"01632000","Cootes Store",209.8707
1985-05-18,151.484659,"01632000","Cootes Store",209.8707
1985-05-19,112.80654,"01632000","Cootes Store",209.8707
1985-05-20,91.151817,"01632000","Cootes Store",209.8707
1985-05-21,77.891674,"01632000","Cootes Store",209.8707
1985-05-22,70.136024,"01632000","Cootes Store",209.8707
1985-05-23,180.179544,"01632000","Cootes Store",209.8707
1985-05-24,327.303622,"01632000","Cootes Store",209.8707
1985-05-25,272.500692,"01632000","Cootes Store",209.8707
1985-05-26,194.718484,"01632000","Cootes Store",209.8707
1985-05-27,155.228636,"01632000","Cootes Store",209.8707
1985-05-28,131.881501,"01632000","Cootes Store",209.8707
1985-05-29,119.484505,"01632000","Cootes Store",209.8707
1985-05-30,112.691584,"01632000","Cootes Store",209.8707
1985-05-31,458.863819,"01632000","Cootes Store",209.8707
1985-06-01,629.781523,"01632000","Cootes Store",209.8707
1985-06-02,304.285124,"01632000","Cootes Store",209.8707
1985-06-03,213.489302,"01632000","Cootes Store",209.8707
1985-06-04,157.80931,"01632000","Cootes Store",209.8707
1985-06-05,137.615999,"01632000","Cootes Store",209.8707
1985-06-06,126.910143,"01632000","Cootes Store",209.8707
1985-06-07,116.939404,"01632000","Cootes Store",209.8707
1985-06-08,114.032115,"01632000","Cootes Store",209.8707
1985-06-09,106.331856,"01632000","Cootes Store",209.8707
1985-06-10,95.726764,"01632000","Cootes Store",209.8707
1985-06-11,89.958626,"01632000","Cootes Store",209.8707
1985-06-12,84.950138,"01632000","Cootes Store",209.8707
1985-06-13,77.726139,"01632000","Cootes Store",209.8707
1985-06-14,71.657449,"01632000","Cootes Store",209.8707
1985-06-15,65.22297,"01632000","Cootes Store",209.8707
1985-06-16,58.479527,"01632000","Cootes Store",209.8707
1985-06-17,51.425178,"01632000","Cootes Store",209.8707
1985-06-18,44.054252,"01632000","Cootes Store",209.8707
1985-06-19,36.779809,"01632000","Cootes Store",209.8707
1985-06-20,29.91532,"01632000","Cootes Store",209.8707
1985-06-21,24.008383,"01632000","Cootes Store",209.8707
1985-06-22,20.272471,"01632000","Cootes Store",209.8707
1985-06-23,21.412763,"01632000","Cootes Store",209.8707
1985-06-24,22.332511,"01632000","Cootes Store",209.8707
1985-06-25,19.405226,"01632000","Cootes Store",209.8707
1985-06-26,17.165866,"01632000","Cootes Store",209.8707
1985-06-27,15.766326,"01632000","Cootes Store",209.8707
1985-06-28,14.737104,"01632000","Cootes Store",209.8707
1985-06-29,13.892856,"01632000","Cootes Store",209.8707
1985-06-30,13.147543,"01632000","Cootes Store",209.8707
1985-07-01,19.755524,"01632000","Cootes Store",209.8707
1985-07-02,28.455789,"01632000","Cootes Store",209.8707
1985-07-03,28.296643,"01632000","Cootes Store",209.8707
1985-07-04,26.072281,"01632000","Cootes Store",209.8707
1985-07-05,22.656482,"01632000","Cootes Store",209.8707
1985-07-06,18.188886,"01632000","Cootes Store",209.8707
1985-07-07,14.593599,"01632000","Cootes Store",209.8707
1985-07-08,14.698331,"01632000","Cootes Store",209.8707
1985-07-09,40.776228,"01632000","Cootes Store",209.8707
1985-07-10,77.987102,"01632000","Cootes Store",209.8707
1985-07-11,76.552294,"01632000","Cootes Store",209.8707
1985-07-12,124.173367,"01632000","Cootes Store",209.8707
1985-07-13,152.092052,"01632000","Cootes Store",209.8707
1985-07-14,106.245476,"01632000","Cootes Store",209.8707
1985-07-15,86.078806,"01632000","Cootes Store",209.8707
1985-07-16,72.265781,"01632000","Cootes Store",209.8707
1985-07-17,61.077382,"01632000","Cootes Store",209.8707
1985-07-18,51.604675,"01632000","Cootes Store",209.8707
1985-07-19,43.072929,"01632000","Cootes Store",209.8707
1985-07-20,34.683289,"01632000","Cootes Store",209.8707
1985-07-21,26.33678,"01632000","Cootes Store",209.8707
1985-07-22,19.54072,"01632000","Cootes Store",209.8707
1985-07-23,15.576004,"01632000","Cootes Store",209.8707
1985-07-24,13.591543,"01632000","Cootes Store",209.8707
1985-07-25,23.255559,"01632000","Cootes Store",209.8707
1985-07-26,62.431917,"01632000","Cootes Store",209.8707
1985-07-27,94.607519,"01632000","Cootes Store",209.8707
1985-07-28,89.132553,"01632000","Cootes Store",209.8707
1985-07-29,79.575381,"01632000","Cootes Store",209.8707
1985-07-30,70.459365,"01632000","Cootes Store",209.8707
1985-07-31,64.070097,"01632000","Cootes Store",209.8707
1985-08-01,59.074505,"01632000","Cootes Store",209.8707
1985-08-02,53.543848,"01632000","Cootes Store",209.8707
1985-08-03,50.280098,"01632000","Cootes Store",209.8707
1985-08-04,45.740782,"01632000","Cootes Store",209.8707
1985-08-05,38.705634,"01632000","Cootes Store",209.8707
1985-08-06,30.843942,"01632000","Cootes Store",209.8707
1985-08-07,23.847035,"01632000","Cootes Store",209.8707
1985-08-08,24.450901,"01632000","Cootes Store",209.8707
1985-08-09,26.308682,"01632000","Cootes Store",209.8707
1985-08-10,21.472245,"01632000","Cootes Store",209.8707
1985-08-11,17.15325,"01632000","Cootes Store",209.8707
1985-08-12,14.752309,"01632000","Cootes Store",209.8707
1985-08-13,13.271126,"01632000","Cootes Store",209.8707
1985-08-14,12.136573,"01632000","Cootes Store",209.8707
1985-08-15,11.207814,"01632000","Cootes Store",209.8707
1985-08-16,10.403704,"01632000","Cootes Store",209.8707
1985-08-17,11.503071,"01632000","Cootes Store",209.8707
1985-08-18,72.131114,"01632000","Cootes Store",209.8707
1985-08-19,162.618327,"01632000","Cootes Store",209.8707
1985-08-20,141.980283,"01632000","Cootes Store",209.8707
1985-08-21,117.18567,"01632000","Cootes Store",209.8707
1985-08-22,104.131436,"01632000","Cootes Store",209.8707
1985-08-23,90.613403,"01632000","Cootes Store",209.8707
1985-08-24,83.399826,"01632000","Cootes Store",209.8707
1985-08-25,98.11586,"01632000","Cootes Store",209.8707
1985-08-26,108.0279,"01632000","Cootes Store",209.8707
1985-08-27,96.215342,"01632000","Cootes Store",209.8707
1985-08-28,89.686203,"01632000","Cootes Store",209.8707
1985-08-29,83.016713,"01632000","Cootes Store",209.8707
1985-08-30,74.953569,"01632000","Cootes Store",209.8707
1985-08-31,66.639611,"01632000","Cootes Store",209.8707
1985-09-01,58.883946,"01632000","Cootes Store",209.8707
1985-09-02,51.386225,"01632000","Cootes Store",209.8707
1985-09-03,43.540148,"01632000","Cootes Store",209.8707
1985-09-04,35.313617,"01632000","Cootes Store",209.8707
1985-09-05,27.090584,"01632000","Cootes Store",209.8707
1985-09-06,20.235787,"01632000","Cootes Store",209.8707
1985-09-07,16.123503,"01632000","Cootes Store",209.8707
1985-09-08,14.081033,"01632000","Cootes Store",209.8707
1985-09-09,12.850537,"01632000","Cootes Store",209.8707
1985-09-10,11.950206,"01632000","Cootes Store",209.8707
1985-09-11,11.172588,"01632000","Cootes Store",209.8707
1985-09-12,10.484785,"01632000","Cootes Store",209.8707
1985-09-13,9.890476,"01632000","Cootes Store",209.8707
1985-09-14,9.374538,"01632000","Cootes Store",209.8707
1985-09-15,8.913312,"01632000","Cootes Store",209.8707
1985-09-16,8.483764,"01632000","Cootes Store",209.8707
1985-09-17,8.074889,"01632000","Cootes Store",209.8707
1985-09-18,7.68302,"01632000","Cootes Store",209.8707
1985-09-19,7.306529,"01632000","Cootes Store",209.8707
1985-09-20,6.941538,"01632000","Cootes Store",209.8707
1985-09-21,6.593892,"01632000","Cootes Store",209.8707
1985-09-22,6.288015,"01632000","Cootes Store",209.8707
1985-09-23,6.028573,"01632000","Cootes Store",209.8707
1985-09-24,5.799009,"01632000","Cootes Store",209.8707
1985-09-25,5.588712,"01632000","Cootes Store",209.8707
1985-09-26,5.393641,"01632000","Cootes Store",209.8707
1985-09-27,5.580311,"01632000","Cootes Store",209.8707
1985-09-28,5.712927,"01632000","Cootes Store",209.8707
1985-09-29,5.439259,"01632000","Cootes Store",209.8707
1985-09-30,5.215367,"01632000","Cootes Store",209.8707
1985-10-01,5.023041,"01632000","Cootes Store",209.8707
1985-10-02,14.858131,"01632000","Cootes Store",209.8707
1985-10-03,35.436934,"01632000","Cootes Store",209.8707
1985-10-04,42.152572,"01632000","Cootes Store",209.8707
1985-10-05,39.605216,"01632000","Cootes Store",209.8707
1985-10-06,36.415199,"01632000","Cootes Store",209.8707
1985-10-07,33.337995,"01632000","Cootes Store",209.8707
1985-10-08,29.552504,"01632000","Cootes Store",209.8707
1985-10-09,25.17804,"01632000","Cootes Store",209.8707
1985-10-10,20.348123,"01632000","Cootes Store",209.8707
1985-10-11,15.297411,"01632000","Cootes Store",209.8707
1985-10-12,11.334594,"01632000","Cootes Store",209.8707
1985-10-13,9.059462,"01632000","Cootes Store",209.8707
1985-10-14,7.830323,"01632000","Cootes Store",209.8707
1985-10-15,7.069006,"01632000","Cootes Store",209.8707
1985-10-16,6.515689,"01632000","Cootes Store",209.8707
1985-10-17,6.082999,"01632000","Cootes Store",209.8707
1985-10-18,5.721328,"01632000","Cootes Store",209.8707
1985-10-19,5.869111,"01632000","Cootes Store",209.8707
1985-10-20,46.555994,"01632000","Cootes Store",209.8707
1985-10-21,253.069652,"01632000","Cootes Store",209.8707
1985-10-22,393.391741,"01632000","Cootes Store",209.8707
1985-10-23,320.101505,"01632000","Cootes Store",209.8707
1985-10-24,250.617563,"01632000","Cootes Store",209.8707
1985-10-25,198.448817,"01632000","Cootes Store",209.8707
1985-10-26,168.599695,"01632000","Cootes Store",209.8707
1985-10-27,150.959613,"01632000","Cootes Store",209.8707
1985-10-28,139.211565,"01632000","Cootes Store",209.8707
1985-10-29,130.179704,"01632000","Cootes Store",209.8707
1985-10-30,122.772842,"01632000","Cootes Store",209.8707
1985-10-31,116.214099,"01632000","Cootes Store",209.8707
1985-11-01,234.46268,"01632000","Cootes Store",209.8707
1985-11-02,634.796302,"01632000","Cootes Store",209.8707
1985-11-03,1084.147017,"01632000","Cootes Store",209.8707
1985-11-04,4205.185529,"01632000","Cootes Store",209.8707
1985-11-05,5507.27118,"01632000","Cootes Store",209.8707
1985-11-06,2696.070296,"01632000","Cootes Store",209.8707
1985-11-07,1594.400812,"01632000","Cootes Store",209.8707
1985-11-08,951.847583,"01632000","Cootes Store",209.8707
1985-11-09,666.535555,"01632000","Cootes Store",209.8707
1985-11-10,509.509615,"01632000","Cootes Store",209.8707
1985-11-11,426.384966,"01632000","Cootes Store",209.8707
1985-11-12,377.429048,"01632000","Cootes Store",209.8707
1985-11-13,345.793273,"01632000","Cootes Store",209.8707
1985-11-14,322.779981,"01632000","Cootes Store",209.8707
1985-11-15,304.251218,"01632000","Cootes Store",209.8707
1985-11-16,290.446694,"01632000","Cootes Store",209.8707
1985-11-17,285.555264,"01632000","Cootes Store",209.8707
1985-11-18,276.166482,"01632000","Cootes Store",209.8707
1985-11-19,259.970807,"01632000","Cootes Store",209.8707
1985-11-20,247.26306,"01632000","Cootes Store",209.8707
1985-11-21,255.36698,"01632000","Cootes Store",209.8707
1985-11-22,335.292435,"01632000","Cootes Store",209.8707
1985-11-23,355.917477,"01632000","Cootes Store",209.8707
1985-11-24,313.209677,"01632000","Cootes Store",209.8707
1985-11-25,320.055303,"01632000","Cootes Store",209.8707
1985-11-26,318.410512,"01632000","Cootes Store",209.8707
1985-11-27,313.761721,"01632000","Cootes Store",209.8707
1985-11-28,381.239469,"01632000","Cootes Store",209.8707
1985-11-29,456.91904,"01632000","Cootes Store",209.8707
1985-11-30,517.25458,"01632000","Cootes Store",209.8707
1985-12-01,519.664198,"01632000","Cootes Store",209.8707
1985-12-02,431.981106,"01632000","Cootes Store",209.8707
1985-12-03,377.112901,"01632000","Cootes Store",209.8707
1985-12-04,342.235066,"01632000","Cootes Store",209.8707
1985-12-05,321.552346,"01632000","Cootes Store",209.8707
1985-12-06,307.588689,"01632000","Cootes Store",209.8707
1985-12-07,295.044902,"01632000","Cootes Store",209.8707
1985-12-08,281.066989,"01632000","Cootes Store",209.8707
1985-12-09,269.273228,"01632000","Cootes Store",209.8707
1985-12-10,260.29028,"01632000","Cootes Store",209.8707
1985-12-11,250.379201,"01632000","Cootes Store",209.8707
1985-12-12,246.805452,"01632000","Cootes Store",209.8707
1985-12-13,324.760209,"01632000","Cootes Store",209.8707
1985-12-14,376.36631,"01632000","Cootes Store",209.8707
1985-12-15,313.290036,"01632000","Cootes Store",209.8707
1985-12-16,265.973916,"01632000","Cootes Store",209.8707
1985-12-17,241.43026,"01632000","Cootes Store",209.8707
1985-12-18,225.656119,"01632000","Cootes Store",209.8707
1985-12-19,214.053234,"01632000","Cootes Store",209.8707
1985-12-20,205.240093,"01632000","Cootes Store",209.8707
1985-12-21,197.845345,"01632000","Cootes Store",209.8707
1985-12-22,190.255002,"01632000","Cootes Store",209.8707
1985-12-23,182.971782,"01632000","Cootes Store",209.8707
1985-12-24,176.155625,"01632000","Cootes Store",209.8707
1985-12-25,169.437801,"01632000","Cootes Store",209.8707
1985-12-26,162.92872,"01632000","Cootes Store",209.8707
1985-12-27,156.686616,"01632000","Cootes Store",209.8707
1985-12-28,150.729954,"01632000","Cootes Store",209.8707
1985-12-29,144.995064,"01632000","Cootes Store",209.8707
1985-12-30,139.495195,"01632000","Cootes Store",209.8707
1985-12-31,134.114131,"01632000","Cootes Store",209.8707
1986-01-01,129.031933,"01632000","Cootes Store",209.8707
1986-01-02,124.252299,"01632000","Cootes Store",209.8707
1986-01-03,119.625521,"01632000","Cootes Store",209.8707
1986-01-04,115.176662,"01632000","Cootes Store",209.8707
1986-01-05,110.868914,"01632000","Cootes Store",209.8707
1986-01-06,106.747174,"01632000","Cootes Store",209.8707
1986-01-07,102.78834,"01632000","Cootes Store",209.8707
1986-01-08,98.987141,"01632000","Cootes Store",209.8707
1986-01-09,95.345415,"01632000","Cootes Store",209.8707
1986-01-10,91.85442,"01632000","Cootes Store",209.8707
1986-01-11,88.506821,"01632000","Cootes Store",209.8707
1986-01-12,85.294771,"01632000","Cootes Store",209.8707
1986-01-13,82.212499,"01632000","Cootes Store",209.8707
1986-01-14,79.260174,"01632000","Cootes Store",209.8707
1986-01-15,76.42535,"01632000","Cootes Store",209.8707
1986-01-16,73.701059,"01632000","Cootes Store",209.8707
1986-01-17,71.081178,"01632000","Cootes Store",209.8707
1986-01-18,69.734383,"01632000","Cootes Store",209.8707
1986-01-19,85.3071,"01632000","Cootes Store",209.8707
1986-01-20,116.063874,"01632000","Cootes Store",209.8707
1986-01-21,124.332003,"01632000","Cootes Store",209.8707
1986-01-22,112.302212,"01632000","Cootes Store",209.8707
1986-01-23,102.804821,"01632000","Cootes Store",209.8707
1986-01-24,96.321382,"01632000","Cootes Store",209.8707
