"GroupID","site_no","site_name","Date","Year","Month","Day","Season","Flow","AGWRC","delta_AGWRC","calc_AGWRC","event_R_squared","mk_pval","mk_pval_orig","trim_start","trim_end","win_len","is_short","met_alpha","kept","trimmed_AGWRC","trimmed_R2","trimmed_event_R_squared","n_points","alpha"
1,1632000,"Cootes Store","1928-07-03",1928,7,3,"Summer",92,0.876190476190476,0.993015873015873,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-04",1928,7,4,"Summer",80,0.869565217391304,0.992438563327032,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-05",1928,7,5,"Summer",66,0.825,0.94875,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-06",1928,7,6,"Summer",55,0.833333333333333,1.01010101010101,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-07",1928,7,7,"Summer",46,0.836363636363636,1.00363636363636,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-08",1928,7,8,"Summer",42,0.91304347826087,1.09168241965974,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-09",1928,7,9,"Summer",38,0.904761904761905,0.99092970521542,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-10",1928,7,10,"Summer",38,1,1.10526315789474,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-11",1928,7,11,"Summer",32,0.842105263157895,0.842105263157895,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-12",1928,7,12,"Summer",27,0.84375,1.001953125,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-13",1928,7,13,"Summer",56,2.07407407407407,2.45816186556927,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-14",1928,7,14,"Summer",61,1.08928571428571,0.525191326530612,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-15",1928,7,15,"Summer",56,0.918032786885246,0.842784197796291,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-16",1928,7,16,"Summer",50,0.892857142857143,0.972576530612245,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-17",1928,7,17,"Summer",40,0.8,0.896,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-18",1928,7,18,"Summer",35,0.875,1.09375,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-19",1928,7,19,"Summer",30,0.857142857142857,0.979591836734694,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
1,1632000,"Cootes Store","1928-07-20",1928,7,20,"Summer",26,0.866666666666667,1.01111111111111,0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.869565217391304,1,1,18,0.1
2,1632000,"Cootes Store","1928-09-01",1928,9,1,"Fall",45,0.882352941176471,0.986159169550173,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-02",1928,9,2,"Fall",43,0.955555555555556,1.08296296296296,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-03",1928,9,3,"Fall",40,0.930232558139535,0.973499188750676,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-04",1928,9,4,"Fall",37,0.925,0.994375,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-05",1928,9,5,"Fall",33,0.891891891891892,0.964207450693937,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-06",1928,9,6,"Fall",30,0.909090909090909,1.01928374655647,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-07",1928,9,7,"Fall",28,0.933333333333333,1.02666666666667,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-08",1928,9,8,"Fall",28,1,1.07142857142857,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-09",1928,9,9,"Fall",27,0.964285714285714,0.964285714285714,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-10",1928,9,10,"Fall",26,0.962962962962963,0.998628257887517,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-11",1928,9,11,"Fall",26,1,1.03846153846154,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-12",1928,9,12,"Fall",25,0.961538461538462,0.961538461538462,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-13",1928,9,13,"Fall",24,0.96,0.9984,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-14",1928,9,14,"Fall",23,0.958333333333333,0.998263888888889,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
2,1632000,"Cootes Store","1928-09-15",1928,9,15,"Fall",21,0.91304347826087,0.952741020793951,0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.955555555555559,1,1,19,0.1
