"Date","Flow","site_no","site_name","area_sqmi"
1985-03-10,381.542606,"01633000","Mount Jackson",508.9642
1985-03-11,365.805487,"01633000","Mount Jackson",508.9642
1985-03-12,351.311968,"01633000","Mount Jackson",508.9642
1985-03-13,355.05986,"01633000","Mount Jackson",508.9642
1985-03-14,359.486605,"01633000","Mount Jackson",508.9642
1985-03-15,345.756431,"01633000","Mount Jackson",508.9642
1985-03-16,330.057377,"01633000","Mount Jackson",508.9642
1985-03-17,314.781442,"01633000","Mount Jackson",508.9642
1985-03-18,300.667812,"01633000","Mount Jackson",508.9642
1985-03-19,287.278142,"01633000","Mount Jackson",508.9642
1985-03-20,274.854893,"01633000","Mount Jackson",508.9642
1985-03-21,263.221646,"01633000","Mount Jackson",508.9642
1985-03-22,251.870967,"01633000","Mount Jackson",508.9642
1985-03-23,246.567133,"01633000","Mount Jackson",508.9642
1985-03-24,316.84287,"01633000","Mount Jackson",508.9642
1985-03-25,427.436316,"01633000","Mount Jackson",508.9642
1985-03-26,493.218249,"01633000","Mount Jackson",508.9642
1985-03-27,525.39146,"01633000","Mount Jackson",508.9642
1985-03-28,497.641891,"01633000","Mount Jackson",508.9642
1985-03-29,441.492088,"01633000","Mount Jackson",508.9642
1985-03-30,400.060976,"01633000","Mount Jackson",508.9642
1985-03-31,375.662137,"01633000","Mount Jackson",508.9642
1985-04-01,358.417443,"01633000","Mount Jackson",508.9642
1985-04-02,363.203466,"01633000","Mount Jackson",508.9642
1985-04-03,364.716603,"01633000","Mount Jackson",508.9642
1985-04-04,343.744622,"01633000","Mount Jackson",508.9642
1985-04-05,324.314297,"01633000","Mount Jackson",508.9642
1985-04-06,307.620686,"01633000","Mount Jackson",508.9642
1985-04-07,292.850758,"01633000","Mount Jackson",508.9642
1985-04-08,279.020598,"01633000","Mount Jackson",508.9642
1985-04-09,266.355518,"01633000","Mount Jackson",508.9642
1985-04-10,254.731523,"01633000","Mount Jackson",508.9642
1985-04-11,244.113863,"01633000","Mount Jackson",508.9642
1985-04-12,234.267084,"01633000","Mount Jackson",508.9642
1985-04-13,224.4648,"01633000","Mount Jackson",508.9642
1985-04-14,214.185351,"01633000","Mount Jackson",508.9642
1985-04-15,203.49444,"01633000","Mount Jackson",508.9642
1985-04-16,192.983706,"01633000","Mount Jackson",508.9642
1985-04-17,184.331842,"01633000","Mount Jackson",508.9642
1985-04-18,177.629901,"01633000","Mount Jackson",508.9642
1985-04-19,170.674992,"01633000","Mount Jackson",508.9642
1985-04-20,162.242143,"01633000","Mount Jackson",508.9642
1985-04-21,152.534919,"01633000","Mount Jackson",508.9642
1985-04-22,141.991012,"01633000","Mount Jackson",508.9642
1985-04-23,130.723783,"01633000","Mount Jackson",508.9642
1985-04-24,118.946404,"01633000","Mount Jackson",508.9642
1985-04-25,107.310906,"01633000","Mount Jackson",508.9642
1985-04-26,108.866263,"01633000","Mount Jackson",508.9642
1985-04-27,111.712374,"01633000","Mount Jackson",508.9642
1985-04-28,103.739446,"01633000","Mount Jackson",508.9642
1985-04-29,97.065141,"01633000","Mount Jackson",508.9642
1985-04-30,91.627755,"01633000","Mount Jackson",508.9642
1985-05-01,86.927451,"01633000","Mount Jackson",508.9642
1985-05-02,82.203847,"01633000","Mount Jackson",508.9642
1985-05-03,117.769639,"01633000","Mount Jackson",508.9642
1985-05-04,287.024323,"01633000","Mount Jackson",508.9642
1985-05-05,406.047196,"01633000","Mount Jackson",508.9642
1985-05-06,348.950502,"01633000","Mount Jackson",508.9642
1985-05-07,299.14414,"01633000","Mount Jackson",508.9642
1985-05-08,261.662628,"01633000","Mount Jackson",508.9642
1985-05-09,235.690301,"01633000","Mount Jackson",508.9642
1985-05-10,215.239263,"01633000","Mount Jackson",508.9642
1985-05-11,198.501964,"01633000","Mount Jackson",508.9642
1985-05-12,206.122792,"01633000","Mount Jackson",508.9642
1985-05-13,208.828896,"01633000","Mount Jackson",508.9642
1985-05-14,218.739458,"01633000","Mount Jackson",508.9642
1985-05-15,232.005212,"01633000","Mount Jackson",508.9642
1985-05-16,214.933106,"01633000","Mount Jackson",508.9642
1985-05-17,208.18484,"01633000","Mount Jackson",508.9642
1985-05-18,324.057575,"01633000","Mount Jackson",508.9642
1985-05-19,424.371267,"01633000","Mount Jackson",508.9642
1985-05-20,363.192202,"01633000","Mount Jackson",508.9642
1985-05-21,301.806452,"01633000","Mount Jackson",508.9642
1985-05-22,252.96075,"01633000","Mount Jackson",508.9642
1985-05-23,225.469408,"01633000","Mount Jackson",508.9642
1985-05-24,412.506225,"01633000","Mount Jackson",508.9642
1985-05-25,717.974237,"01633000","Mount Jackson",508.9642
1985-05-26,726.357897,"01633000","Mount Jackson",508.9642
1985-05-27,586.362507,"01633000","Mount Jackson",508.9642
1985-05-28,461.469295,"01633000","Mount Jackson",508.9642
1985-05-29,383.237248,"01633000","Mount Jackson",508.9642
1985-05-30,342.093589,"01633000","Mount Jackson",508.9642
1985-05-31,324.895303,"01633000","Mount Jackson",508.9642
1985-06-01,818.071425,"01633000","Mount Jackson",508.9642
1985-06-02,1310.665033,"01633000","Mount Jackson",508.9642
1985-06-03,950.873232,"01633000","Mount Jackson",508.9642
1985-06-04,629.902207,"01633000","Mount Jackson",508.9642
1985-06-05,467.96262,"01633000","Mount Jackson",508.9642
1985-06-06,397.942407,"01633000","Mount Jackson",508.9642
1985-06-07,365.291877,"01633000","Mount Jackson",508.9642
1985-06-08,342.405331,"01633000","Mount Jackson",508.9642
1985-06-09,331.708814,"01633000","Mount Jackson",508.9642
1985-06-10,312.896696,"01633000","Mount Jackson",508.9642
1985-06-11,289.670664,"01633000","Mount Jackson",508.9642
1985-06-12,277.713807,"01633000","Mount Jackson",508.9642
1985-06-13,267.372053,"01633000","Mount Jackson",508.9642
1985-06-14,250.093201,"01633000","Mount Jackson",508.9642
1985-06-15,234.548654,"01633000","Mount Jackson",508.9642
1985-06-16,219.56421,"01633000","Mount Jackson",508.9642
1985-06-17,205.102332,"01633000","Mount Jackson",508.9642
1985-06-18,190.557998,"01633000","Mount Jackson",508.9642
1985-06-19,175.847971,"01633000","Mount Jackson",508.9642
1985-06-20,161.16895,"01633000","Mount Jackson",508.9642
1985-06-21,146.955889,"01633000","Mount Jackson",508.9642
1985-06-22,133.755022,"01633000","Mount Jackson",508.9642
1985-06-23,122.555202,"01633000","Mount Jackson",508.9642
1985-06-24,123.123436,"01633000","Mount Jackson",508.9642
1985-06-25,123.814896,"01633000","Mount Jackson",508.9642
1985-06-26,114.429179,"01633000","Mount Jackson",508.9642
1985-06-27,105.820776,"01633000","Mount Jackson",508.9642
1985-06-28,98.458967,"01633000","Mount Jackson",508.9642
1985-06-29,92.3937,"01633000","Mount Jackson",508.9642
1985-06-30,87.148029,"01633000","Mount Jackson",508.9642
1985-07-01,82.446115,"01633000","Mount Jackson",508.9642
1985-07-02,98.838806,"01633000","Mount Jackson",508.9642
1985-07-03,117.125026,"01633000","Mount Jackson",508.9642
1985-07-04,114.135937,"01633000","Mount Jackson",508.9642
1985-07-05,108.540179,"01633000","Mount Jackson",508.9642
1985-07-06,100.176788,"01633000","Mount Jackson",508.9642
1985-07-07,91.600005,"01633000","Mount Jackson",508.9642
1985-07-08,83.280678,"01633000","Mount Jackson",508.9642
1985-07-09,83.20955,"01633000","Mount Jackson",508.9642
1985-07-10,139.732428,"01633000","Mount Jackson",508.9642
1985-07-11,211.644192,"01633000","Mount Jackson",508.9642
1985-07-12,212.151756,"01633000","Mount Jackson",508.9642
1985-07-13,328.736763,"01633000","Mount Jackson",508.9642
1985-07-14,421.008628,"01633000","Mount Jackson",508.9642
1985-07-15,335.94829,"01633000","Mount Jackson",508.9642
1985-07-16,273.166793,"01633000","Mount Jackson",508.9642
1985-07-17,224.972897,"01633000","Mount Jackson",508.9642
1985-07-18,192.785114,"01633000","Mount Jackson",508.9642
1985-07-19,168.379372,"01633000","Mount Jackson",508.9642
1985-07-20,149.011928,"01633000","Mount Jackson",508.9642
1985-07-21,131.959493,"01633000","Mount Jackson",508.9642
1985-07-22,116.054478,"01633000","Mount Jackson",508.9642
1985-07-23,101.672875,"01633000","Mount Jackson",508.9642
1985-07-24,90.097164,"01633000","Mount Jackson",508.9642
1985-07-25,81.540844,"01633000","Mount Jackson",508.9642
1985-07-26,114.172298,"01633000","Mount Jackson",508.9642
1985-07-27,211.558931,"01633000","Mount Jackson",508.9642
1985-07-28,276.007902,"01633000","Mount Jackson",508.9642
1985-07-29,261.748856,"01633000","Mount Jackson",508.9642
1985-07-30,233.202831,"01633000","Mount Jackson",508.9642
1985-07-31,210.42561,"01633000","Mount Jackson",508.9642
1985-08-01,200.691071,"01633000","Mount Jackson",508.9642
1985-08-02,191.033877,"01633000","Mount Jackson",508.9642
1985-08-03,174.603051,"01633000","Mount Jackson",508.9642
1985-08-04,163.479506,"01633000","Mount Jackson",508.9642
1985-08-05,153.373425,"01633000","Mount Jackson",508.9642
1985-08-06,141.559349,"01633000","Mount Jackson",508.9642
1985-08-07,128.156747,"01633000","Mount Jackson",508.9642
1985-08-08,114.925377,"01633000","Mount Jackson",508.9642
1985-08-09,122.746661,"01633000","Mount Jackson",508.9642
1985-08-10,128.658371,"01633000","Mount Jackson",508.9642
1985-08-11,113.343135,"01633000","Mount Jackson",508.9642
1985-08-12,101.009834,"01633000","Mount Jackson",508.9642
1985-08-13,91.341783,"01633000","Mount Jackson",508.9642
1985-08-14,83.951156,"01633000","Mount Jackson",508.9642
1985-08-15,77.648163,"01633000","Mount Jackson",508.9642
1985-08-16,72.080255,"01633000","Mount Jackson",508.9642
1985-08-17,67.035962,"01633000","Mount Jackson",508.9642
1985-08-18,68.056064,"01633000","Mount Jackson",508.9642
1985-08-19,217.489752,"01633000","Mount Jackson",508.9642
1985-08-20,445.548059,"01633000","Mount Jackson",508.9642
1985-08-21,432.344994,"01633000","Mount Jackson",508.9642
1985-08-22,369.096398,"01633000","Mount Jackson",508.9642
1985-08-23,320.429571,"01633000","Mount Jackson",508.9642
1985-08-24,271.86382,"01633000","Mount Jackson",508.9642
1985-08-25,243.240968,"01633000","Mount Jackson",508.9642
1985-08-26,274.675136,"01633000","Mount Jackson",508.9642
1985-08-27,300.015521,"01633000","Mount Jackson",508.9642
1985-08-28,273.337805,"01633000","Mount Jackson",508.9642
1985-08-29,252.628297,"01633000","Mount Jackson",508.9642
1985-08-30,232.13407,"01633000","Mount Jackson",508.9642
1985-08-31,215.183518,"01633000","Mount Jackson",508.9642
1985-09-01,198.797785,"01633000","Mount Jackson",508.9642
1985-09-02,183.419843,"01633000","Mount Jackson",508.9642
1985-09-03,168.762837,"01633000","Mount Jackson",508.9642
1985-09-04,154.251351,"01633000","Mount Jackson",508.9642
1985-09-05,139.493406,"01633000","Mount Jackson",508.9642
1985-09-06,124.631356,"01633000","Mount Jackson",508.9642
1985-09-07,110.654504,"01633000","Mount Jackson",508.9642
1985-09-08,99.139041,"01633000","Mount Jackson",508.9642
1985-09-09,90.518672,"01633000","Mount Jackson",508.9642
1985-09-10,84.005607,"01633000","Mount Jackson",508.9642
1985-09-11,78.633615,"01633000","Mount Jackson",508.9642
1985-09-12,73.760897,"01633000","Mount Jackson",508.9642
1985-09-13,69.331436,"01633000","Mount Jackson",508.9642
1985-09-14,65.41337,"01633000","Mount Jackson",508.9642
1985-09-15,61.952714,"01633000","Mount Jackson",508.9642
1985-09-16,58.829508,"01633000","Mount Jackson",508.9642
1985-09-17,55.916011,"01633000","Mount Jackson",508.9642
1985-09-18,53.145961,"01633000","Mount Jackson",508.9642
1985-09-19,50.494258,"01633000","Mount Jackson",508.9642
1985-09-20,47.946875,"01633000","Mount Jackson",508.9642
1985-09-21,45.476243,"01633000","Mount Jackson",508.9642
1985-09-22,43.113159,"01633000","Mount Jackson",508.9642
1985-09-23,41.000415,"01633000","Mount Jackson",508.9642
1985-09-24,39.172382,"01633000","Mount Jackson",508.9642
1985-09-25,37.541664,"01633000","Mount Jackson",508.9642
1985-09-26,36.0507,"01633000","Mount Jackson",508.9642
1985-09-27,34.67481,"01633000","Mount Jackson",508.9642
1985-09-28,40.146125,"01633000","Mount Jackson",508.9642
1985-09-29,43.847861,"01633000","Mount Jackson",508.9642
1985-09-30,39.440832,"01633000","Mount Jackson",508.9642
1985-10-01,36.459841,"01633000","Mount Jackson",508.9642
1985-10-02,34.178257,"01633000","Mount Jackson",508.9642
1985-10-03,63.208816,"01633000","Mount Jackson",508.9642
1985-10-04,115.137609,"01633000","Mount Jackson",508.9642
1985-10-05,130.28148,"01633000","Mount Jackson",508.9642
1985-10-06,122.208816,"01633000","Mount Jackson",508.9642
1985-10-07,110.019211,"01633000","Mount Jackson",508.9642
1985-10-08,100.934852,"01633000","Mount Jackson",508.9642
1985-10-09,93.081327,"01633000","Mount Jackson",508.9642
1985-10-10,85.286997,"01633000","Mount Jackson",508.9642
1985-10-11,77.174121,"01633000","Mount Jackson",508.9642
1985-10-12,68.724324,"01633000","Mount Jackson",508.9642
1985-10-13,60.796002,"01633000","Mount Jackson",508.9642
1985-10-14,54.347477,"01633000","Mount Jackson",508.9642
1985-10-15,49.544487,"01633000","Mount Jackson",508.9642
1985-10-16,45.85623,"01633000","Mount Jackson",508.9642
1985-10-17,42.756179,"01633000","Mount Jackson",508.9642
1985-10-18,40.104864,"01633000","Mount Jackson",508.9642
1985-10-19,37.777476,"01633000","Mount Jackson",508.9642
1985-10-20,37.826216,"01633000","Mount Jackson",508.9642
1985-10-21,168.223983,"01633000","Mount Jackson",508.9642
1985-10-22,687.626357,"01633000","Mount Jackson",508.9642
1985-10-23,1044.223202,"01633000","Mount Jackson",508.9642
1985-10-24,915.986048,"01633000","Mount Jackson",508.9642
1985-10-25,732.066415,"01633000","Mount Jackson",508.9642
1985-10-26,567.833597,"01633000","Mount Jackson",508.9642
1985-10-27,462.560081,"01633000","Mount Jackson",508.9642
1985-10-28,401.637674,"01633000","Mount Jackson",508.9642
1985-10-29,364.322087,"01633000","Mount Jackson",508.9642
1985-10-30,338.611654,"01633000","Mount Jackson",508.9642
1985-10-31,319.243237,"01633000","Mount Jackson",508.9642
1985-11-01,303.27429,"01633000","Mount Jackson",508.9642
1985-11-02,568.82903,"01633000","Mount Jackson",508.9642
1985-11-03,1442.638362,"01633000","Mount Jackson",508.9642
1985-11-04,2661.612667,"01633000","Mount Jackson",508.9642
1985-11-05,8379.144068,"01633000","Mount Jackson",508.9642
1985-11-06,13512.126485,"01633000","Mount Jackson",508.9642
1985-11-07,8830.021835,"01633000","Mount Jackson",508.9642
1985-11-08,4198.20536,"01633000","Mount Jackson",508.9642
1985-11-09,2599.704436,"01633000","Mount Jackson",508.9642
1985-11-10,1794.367741,"01633000","Mount Jackson",508.9642
1985-11-11,1303.903262,"01633000","Mount Jackson",508.9642
1985-11-12,1087.582486,"01633000","Mount Jackson",508.9642
1985-11-13,936.138678,"01633000","Mount Jackson",508.9642
1985-11-14,854.67392,"01633000","Mount Jackson",508.9642
1985-11-15,792.724156,"01633000","Mount Jackson",508.9642
1985-11-16,747.949384,"01633000","Mount Jackson",508.9642
1985-11-17,712.201821,"01633000","Mount Jackson",508.9642
1985-11-18,697.416331,"01633000","Mount Jackson",508.9642
1985-11-19,680.301013,"01633000","Mount Jackson",508.9642
1985-11-20,647.391696,"01633000","Mount Jackson",508.9642
1985-11-21,616.946389,"01633000","Mount Jackson",508.9642
1985-11-22,644.139266,"01633000","Mount Jackson",508.9642
1985-11-23,923.420444,"01633000","Mount Jackson",508.9642
1985-11-24,1060.835308,"01633000","Mount Jackson",508.9642
1985-11-25,880.827945,"01633000","Mount Jackson",508.9642
1985-11-26,791.996506,"01633000","Mount Jackson",508.9642
1985-11-27,752.933066,"01633000","Mount Jackson",508.9642
1985-11-28,737.932549,"01633000","Mount Jackson",508.9642
1985-11-29,871.408963,"01633000","Mount Jackson",508.9642
1985-11-30,1063.866488,"01633000","Mount Jackson",508.9642
1985-12-01,1248.406664,"01633000","Mount Jackson",508.9642
1985-12-02,1309.730567,"01633000","Mount Jackson",508.9642
1985-12-03,1152.419815,"01633000","Mount Jackson",508.9642
1985-12-04,993.163429,"01633000","Mount Jackson",508.9642
1985-12-05,878.653784,"01633000","Mount Jackson",508.9642
1985-12-06,813.059513,"01633000","Mount Jackson",508.9642
1985-12-07,774.695407,"01633000","Mount Jackson",508.9642
1985-12-08,748.097757,"01633000","Mount Jackson",508.9642
1985-12-09,711.998871,"01633000","Mount Jackson",508.9642
1985-12-10,678.377637,"01633000","Mount Jackson",508.9642
1985-12-11,652.163507,"01633000","Mount Jackson",508.9642
1985-12-12,628.762783,"01633000","Mount Jackson",508.9642
1985-12-13,612.443211,"01633000","Mount Jackson",508.9642
1985-12-14,756.566745,"01633000","Mount Jackson",508.9642
1985-12-15,895.838453,"01633000","Mount Jackson",508.9642
1985-12-16,813.334416,"01633000","Mount Jackson",508.9642
1985-12-17,702.481662,"01633000","Mount Jackson",508.9642
1985-12-18,625.947127,"01633000","Mount Jackson",508.9642
1985-12-19,579.315127,"01633000","Mount Jackson",508.9642
1985-12-20,547.228133,"01633000","Mount Jackson",508.9642
1985-12-21,523.857841,"01633000","Mount Jackson",508.9642
1985-12-22,505.501126,"01633000","Mount Jackson",508.9642
1985-12-23,488.219077,"01633000","Mount Jackson",508.9642
1985-12-24,470.946204,"01633000","Mount Jackson",508.9642
1985-12-25,454.104344,"01633000","Mount Jackson",508.9642
1985-12-26,438.176272,"01633000","Mount Jackson",508.9642
1985-12-27,422.923591,"01633000","Mount Jackson",508.9642
1985-12-28,408.054283,"01633000","Mount Jackson",508.9642
1985-12-29,393.721676,"01633000","Mount Jackson",508.9642
1985-12-30,379.890874,"01633000","Mount Jackson",508.9642
1985-12-31,366.62421,"01633000","Mount Jackson",508.9642
1986-01-01,353.711705,"01633000","Mount Jackson",508.9642
1986-01-02,341.296626,"01633000","Mount Jackson",508.9642
1986-01-03,329.534327,"01633000","Mount Jackson",508.9642
1986-01-04,318.489254,"01633000","Mount Jackson",508.9642
1986-01-05,307.797027,"01633000","Mount Jackson",508.9642
1986-01-06,297.189898,"01633000","Mount Jackson",508.9642
1986-01-07,286.991284,"01633000","Mount Jackson",508.9642
1986-01-08,277.188032,"01633000","Mount Jackson",508.9642
