"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC"
71,1978-04-14,1978-04-23,7,383,0.972631487172187
72,1978-09-02,1978-09-21,14,97.5,0.987032174511065
73,1979-12-06,1979-12-16,7,501,0.952728320681911
74,1980-05-11,1980-05-17,7,490,0.951842876613119
75,1980-08-27,1980-09-10,10,106,0.989778741908597
76,1980-12-08,1980-12-17,6,141.5,0.978968225438865
77,1981-03-04,1981-03-21,13,233,0.963010436894665
78,1981-08-13,1981-08-28,11,77,0.964204916066085
79,1982-05-03,1982-05-11,7,403,0.926410642825229
81,1982-12-28,1983-01-08,10,341.5,0.955776495051093
82,1984-09-13,1984-09-27,15,204,0.978064427091577
83,1985-03-11,1985-03-21,8,447,0.975209724499378
84,1985-04-04,1985-04-19,12,426.5,0.950207949242318
85,1985-06-20,1985-06-30,7,175,0.967758576765542
86,1985-09-09,1985-09-30,14,140.5,0.980340736725911
87,1986-03-26,1986-04-05,9,434,0.951274311660599
88,1986-04-24,1986-05-12,17,265,0.968648075381423
89,1986-09-11,1986-10-02,14,96.5,0.985254125505796
90,1987-01-06,1987-01-14,6,318.5,0.968572878005297
91,1988-01-03,1988-01-15,9,325,0.943939790909182
92,1988-03-12,1988-03-25,10,239,0.985436746682114
93,1988-06-12,1988-06-29,14,136,0.95831812607884
94,1989-01-25,1989-01-28,4,321,0.929824453671607
95,1989-04-12,1989-04-24,10,360,0.960051720893619
96,1989-10-30,1989-11-14,10,417,0.966509653465467
98,1990-01-11,1990-01-24,9,654,0.939216237048693
100,1990-03-08,1990-03-15,7,494,0.966936076281851
101,1990-06-14,1990-07-11,14,217.5,0.965323855455181
102,1990-11-01,1990-11-09,4,410.5,0.93895992648209
103,1990-11-21,1990-12-01,11,281,0.968223623556897
104,1991-02-02,1991-02-12,8,478.5,0.977662166643245
106,1991-08-22,1991-09-04,11,180,0.977125778388532
107,1992-04-08,1992-04-20,11,334,0.972449371663308
108,1992-08-10,1992-08-26,9,114,0.991703089965717
109,1993-01-28,1993-02-05,7,617,0.915914509550158
111,1993-12-20,1994-01-06,10,268,0.980337386327505
112,1994-04-19,1994-05-03,6,559,0.958421077115181
113,1994-09-04,1994-09-09,6,174,0.954390468228561
115,1995-03-22,1995-04-10,17,306,0.964385159846222
116,1995-08-17,1995-09-04,14,129.5,0.979285207622411
118,1996-07-02,1996-07-28,15,197,0.990446689938626
119,1996-10-26,1996-11-05,10,284,0.981214900949349
120,1997-03-30,1997-04-09,9,543,0.946978699455034
121,1997-05-17,1997-05-31,8,322.5,0.978463326425935
122,1997-06-09,1997-07-16,19,208,0.96404500261259
124,1998-07-13,1998-08-07,16,197,0.980565343892774
125,1998-08-30,1998-09-16,7,105,0.988419757470844
126,1999-04-18,1999-05-07,16,272.5,0.985398458953539
127,1999-05-21,1999-06-01,6,231.5,0.909816032080208
128,1999-08-03,1999-08-19,8,87.5,0.995757950783654
129,1999-10-25,1999-10-29,5,148,0.965121616468984
130,1999-11-11,1999-11-19,7,175,0.949396674071965
131,2000-05-01,2000-05-12,9,423,0.908724038548522
132,2000-10-12,2000-11-06,22,128,0.98346830888733
133,2000-11-29,2000-12-13,12,141,0.981750204831502
134,2001-02-11,2001-02-19,6,264,0.992460602501234
135,2001-03-02,2001-03-15,10,283,0.967817937663428
136,2001-04-25,2001-05-15,17,240,0.971315327270633
137,2001-12-16,2001-12-31,9,109,0.99317376628601
138,2002-02-12,2002-03-01,14,104,0.980365242891566
140,2002-06-07,2002-06-18,10,73.3,0.959319908935166
141,2004-03-27,2004-04-07,9,499,0.98525972372077
142,2004-10-18,2004-11-03,12,256.5,0.987764315843335
143,2005-06-19,2005-06-29,6,166.5,0.967341015112616
145,2006-02-20,2006-03-15,19,366,0.971326688468251
146,2006-05-17,2006-06-11,21,173,0.967940047553923
147,2006-12-09,2006-12-21,12,335,0.970912482875225
148,2007-01-20,2007-01-31,8,450,0.956856648024917
149,2007-09-19,2007-10-10,15,71.8,0.986647328670145
151,2008-07-27,2008-08-13,12,59.55,0.98243913713208
152,2010-04-11,2010-05-10,23,413,0.963747050801921
154,2011-02-13,2011-02-21,8,218,0.956407980941213
155,2011-06-06,2011-06-17,8,232,0.956890987648042
157,2012-02-03,2012-02-19,9,492,0.962271141331714
159,2012-10-08,2012-10-23,11,140,0.977643099549242
160,2012-11-25,2012-12-07,13,126,0.984211717113263
161,2013-02-16,2013-02-25,7,314,0.961739063745807
162,2013-03-28,2013-04-11,9,702,0.994086477881817
166,2016-04-10,2016-04-21,10,349,0.967825164380444
167,2016-08-30,2016-09-12,11,96.3,0.97869604661223
168,2016-10-23,2016-11-01,7,110,0.986693050086581
169,2016-11-07,2016-11-28,13,104,0.990374491779087
170,2017-02-13,2017-03-12,18,197.5,0.988149812770852
171,2017-09-17,2017-09-26,8,83.35,0.970312973909208
172,2017-11-21,2017-12-11,16,103,0.986092206781707
174,2019-01-04,2019-01-12,5,1280,0.933743841083834
175,2019-03-28,2019-04-04,8,786,0.943035198118145
176,2019-12-27,2020-01-02,4,251,0.989289530932338
177,2020-02-27,2020-03-11,11,400,0.958749096515547
179,2021-01-13,2021-01-20,6,585.5,0.949324809289356
181,2021-06-26,2021-07-13,11,168,0.975789851280401
183,2021-11-29,2021-12-09,11,182,0.982392672987638
184,2022-03-16,2022-03-30,7,562,0.977011765880859
185,2023-03-17,2023-03-30,10,374.5,0.972864028171142
186,2023-05-12,2023-05-27,12,247.5,0.957847439536724
188,2024-04-24,2024-05-03,9,319,0.945214210536481
189,2024-06-13,2024-06-25,12,94.55,0.961365097235004
190,2024-08-18,2024-08-23,6,108,0.932074308123907
191,2024-10-21,2024-11-04,13,134,0.987300127444778
192,2024-11-25,2024-12-04,7,102,0.98242264998904
195,2025-08-18,2025-09-03,11,94.8,0.974963417473667
197,2026-02-24,2026-03-15,8,390,0.958515385336512
