"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC"
1,1939-03-22,1939-03-29,5,554,0.952187087575237
3,1940-05-06,1940-05-23,11,306,0.959532371886671
4,1940-09-14,1940-09-23,10,306,0.95776291176835
5,1941-04-28,1941-05-23,17,300,0.964147082408595
6,1942-04-23,1942-05-02,10,161.5,0.963995454238261
8,1943-01-01,1943-01-17,11,700,0.9079531297929
9,1943-03-27,1943-04-09,10,652.5,0.946031941396795
10,1943-07-28,1943-08-24,19,147,0.976861522413857
11,1943-11-15,1943-12-02,10,119,0.9849677801204
12,1944-11-03,1944-11-14,7,174,0.978440230863498
13,1945-04-07,1945-04-14,8,423.5,0.958984071704544
15,1945-08-09,1945-08-23,8,110,0.973997045719118
16,1945-10-12,1945-10-29,12,143,0.981051256840373
18,1946-06-13,1946-06-30,13,296,0.953707911166696
20,1949-06-04,1949-06-10,6,271,0.956645272802721
21,1949-11-13,1949-12-02,9,272,0.978423029201488
22,1950-04-10,1950-04-29,14,392.5,0.972740830171837
23,1950-10-01,1950-10-26,12,236.5,0.970958102935535
24,1953-05-29,1953-06-05,6,311,0.950108207928156
25,1953-12-23,1954-01-08,11,136,0.969932010810429
26,1954-02-04,1954-02-13,9,243,0.939148328766638
27,1955-01-13,1955-01-26,9,369,0.965133096498061
28,1955-04-25,1955-05-07,10,508.5,0.942548573932999
29,1955-09-11,1955-09-22,9,148,0.965264595125358
30,1955-10-07,1955-10-26,10,110,0.992093715584325
32,1956-03-28,1956-04-02,5,476,0.940274368955896
33,1956-05-06,1956-05-27,14,238.5,0.964989930554435
35,1956-11-27,1956-12-07,10,133.5,0.964173028042787
37,1959-09-11,1959-09-28,11,86,0.98351845810855
38,1959-11-10,1959-11-22,12,282.5,0.973691289464353
40,1961-05-30,1961-06-06,8,267.5,0.943690053909503
41,1962-10-03,1962-10-19,9,105,0.996583042340993
42,1963-04-02,1963-04-16,12,422.5,0.953546136411539
43,1964-05-08,1964-05-22,11,296,0.944380914938464
44,1965-01-05,1965-01-22,11,369,0.99021193772581
45,1966-03-28,1966-04-11,11,170,0.973365334201033
46,1966-06-20,1966-07-09,12,69,0.971648712751294
49,1967-03-29,1967-04-25,16,340,0.95081696441712
50,1967-11-09,1967-11-16,8,195.5,0.962049537089533
51,1968-04-09,1968-04-27,9,376,0.980593662588426
52,1968-09-20,1968-10-03,11,75,0.983687265390255
53,1969-04-01,1969-04-14,8,365.5,0.954957138642264
55,1969-10-16,1969-10-24,8,157.5,0.97935716955252
58,1971-04-20,1971-04-27,7,418,0.951506201683499
59,1971-11-09,1971-11-17,9,253,0.952350615453206
61,1974-02-02,1974-02-12,6,655,0.937193752117665
62,1974-04-14,1974-05-08,14,426,0.965781043232308
63,1974-09-20,1974-10-01,9,204,0.963922874193446
64,1975-04-07,1975-04-18,5,537,0.952111241215563
67,1976-04-17,1976-05-09,16,248.5,0.980789634668016
68,1976-08-20,1976-09-24,21,98,0.995290884804994
69,1976-11-11,1976-11-25,12,322,0.967225141613775
70,1977-04-23,1977-05-22,23,263,0.974679226754738
