"GroupID","Day","Date","Forecast","Observed","AGWRC","Residuals"
1,1,1927-06-13,156.272569451299,150,0.970637077337259,6.27256945129864
1,2,1927-06-14,151.683950080192,610,0.970637077337259,-458.316049919808
1,3,1927-06-15,147.230065984808,336,0.970637077337259,-188.769934015192
1,4,1927-06-16,142.906960943666,316,0.970637077337259,-173.093039056334
1,5,1927-06-17,138.71079490151,297,0.970637077337259,-158.28920509849
1,6,1927-06-18,134.63784055833,278,0.970637077337259,-143.36215944167
1,7,1927-06-19,130.684480058537,226,0.970637077337259,-95.3155199414632
1,8,1927-06-20,126.847201777357,210,0.970637077337259,-83.1527982226425
1,9,1927-06-21,123.122597201584,194,0.970637077337259,-70.8774027984162
1,10,1927-06-22,119.507357901918,179,0.970637077337259,-59.4926420980822
1,11,1927-06-23,115.998272594215,167,0.970637077337259,-51.0017274057847
1,12,1927-06-24,112.59222428702,156,0.970637077337259,-43.4077757129803
1,13,1927-06-25,109.286187512854,145,0.970637077337259,-35.713812487146
1,14,1927-06-26,106.077225640808,134,0.970637077337259,-27.9227743591918
1,15,1927-06-27,102.962488268039,124,0.970637077337259,-21.037511731961
4,1,1930-05-19,124.858279906272,193,0.975455311767754,-68.1417200937275
4,2,1930-05-20,121.793672352758,184,0.975455311767754,-62.2063276472415
4,3,1930-05-21,118.8042846362,166,0.975455311767754,-47.1957153638003
4,4,1930-05-22,115.888270509149,149,0.975455311767754,-33.1117294908509
4,5,1930-05-23,113.043829039728,138,0.975455311767754,-24.9561709602722
4,6,1930-05-24,110.269203499368,136,0.975455311767754,-25.7307965006317
4,7,1930-05-25,107.562680277858,134,0.975455311767754,-26.4373197221418
4,8,1930-05-26,104.922587825013,128,0.975455311767754,-23.0774121749866
4,9,1930-05-27,102.347295618328,124,0.975455311767754,-21.6527043816721
4,10,1930-05-28,99.8352131559625,116,0.975455311767754,-16.1647868440375
4,11,1930-05-29,97.3847889744496,109,0.975455311767754,-11.6152110255504
4,12,1930-05-30,94.9945096905086,105,0.975455311767754,-10.0054903094914
4,13,1930-05-31,92.66289906638,98,0.975455311767754,-5.33710093362002
4,14,1930-06-01,90.3885170980996,92,0.975455311767754,-1.61148290190042
4,15,1930-06-02,88.1699591261517,87,0.975455311767754,1.16995912615167
11,1,1935-09-19,150.572404813388,149,0.971434869763791,1.57240481338758
11,2,1935-09-20,146.271284459914,149,0.971434869763791,-2.72871554008606
11,3,1935-09-21,142.093026169499,146,0.971434869763791,-3.9069738305011
11,4,1935-09-22,138.03412037131,137,0.971434869763791,1.03412037131008
11,5,1935-09-23,134.091157745863,123,0.971434869763791,11.091157745863
11,6,1935-09-24,130.260826361328,117,0.971434869763791,13.2608263613284
11,7,1935-09-25,126.539908891641,112,0.971434869763791,14.5399088916408
11,8,1935-09-26,122.925279914073,106,0.971434869763791,16.925279914073
11,9,1935-09-27,119.413903284005,104,0.971434869763791,15.4139032840051
11,10,1935-09-28,116.002829584683,99,0.971434869763791,17.0028295846834
11,11,1935-09-29,112.689193649828,97,0.971434869763791,15.6891936498281
11,12,1935-09-30,109.470212157007,94,0.971434869763791,15.4702121570074
11,13,1935-10-01,106.343181289757,94,0.971434869763791,12.343181289757
11,14,1935-10-02,103.305474466482,92,0.971434869763791,11.3054744664823
11,15,1935-10-03,100.354540134234,90,0.971434869763791,10.3545401342338
